offspring_sample_id	bohn_mom	bohn_dad	bohn_comments	difference_explain_dayan	final_mother	final_father	colony_mother	colony_father	cervus_mother	cervus_father	colony_trio_mm	colony_father_mm	colony_mother_mm	cervus_mother_mm	cervus_father_mm	cervus_trio_mm	colony_trio	cervus_trio
OtsAC18NSNT_0138	OtsAC14NSNT_1623	OtsAC14NSNT_1548	NA		OtsAC14NSNT_1623	OtsAC14NSNT_1548	OtsAC14NSNT_1623	OtsAC14NSNT_1548	OtsAC14NSNT_1623	OtsAC14NSNT_1548	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0139	OtsAC14NSNT_1291	OtsAC14NSNT_1153	NA		OtsAC14NSNT_1291	OtsAC14NSNT_1153	OtsAC14NSNT_1291	OtsAC14NSNT_1153	OtsAC14NSNT_1291	OtsAC14NSNT_1153	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0140	OtsAC15NSNT_1536	NS_15_OP_AD_496	NA		OtsAC15NSNT_1536	NS_15_OP_AD_496	OtsAC15NSNT_1536	NS_15_OP_AD_496	OtsAC15NSNT_1536	NS_15_OP_AD_496	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0141	NS_OP_14_0123	none	NA		NS_OP_14_0123	none	NS_OP_14_0123	none	NS_OP_14_0123	none	NA	NA	0	0	NA	NA	0	0
OtsAC18NSNT_0142	NS-OP_13_0768	NS-OP_13_0796	NA		NS-OP_13_0768	NS-OP_13_0796	NS-OP_13_0768	NS-OP_13_0796	NS-OP_13_0768	NS-OP_13_0796	1	NA	NA	1	0	1	1	1
OtsAC18NSNT_0143	OtsAC14NSNT_1226	OtsAC14NSNT_1304	NA		OtsAC14NSNT_1226	OtsAC14NSNT_1304	OtsAC14NSNT_1226	OtsAC14NSNT_1304	OtsAC14NSNT_1226	OtsAC14NSNT_1304	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0144	OtsAC14NSNT_1863	OtsAC14NSNT_1717	NA		OtsAC14NSNT_1863	OtsAC14NSNT_1717	OtsAC14NSNT_1863	OtsAC14NSNT_1717	OtsAC14NSNT_1863	OtsAC14NSNT_1717	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0145	OtsAC14NSNT_1863	OtsAC14NSNT_1717	NA		OtsAC14NSNT_1863	OtsAC14NSNT_1717	OtsAC14NSNT_1863	OtsAC14NSNT_1717	OtsAC14NSNT_1863	OtsAC14NSNT_1717	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0146	NS_OP_14_0127	none	1396 had 2 mismatches		NS_OP_14_0127	none	none	none	NS_OP_14_0127	none	NA	NA	NA	0	NA	NA	0	0
OtsAC18NSNT_0147	NS_OP_14_0603	NS_OP_14_0440	NA		NS_OP_14_0603	NS_OP_14_0440	NS_OP_14_0603	NS_OP_14_0440	NS_OP_14_0603	NS_OP_14_0440	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0148	none	none	750 had 3 mismatches		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0149	NS_15_OP_AD_376	none	possible sizing error	Sandra assigned 2mm mother	none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0150	NS_15_OP_BD_654	NS_15_OP_BD_093	NA		NS_15_OP_BD_654	NS_15_OP_BD_093	NS_15_OP_BD_654	NS_15_OP_BD_093	NS_15_OP_BD_654	NS_15_OP_BD_093	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0151	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0152	OtsAC14NSNT_1235	OtsAC14NSNT_1016	NA		OtsAC14NSNT_1235	OtsAC14NSNT_1016	OtsAC14NSNT_1235	OtsAC14NSNT_1016	OtsAC14NSNT_1235	OtsAC14NSNT_1016	1	NA	NA	1	0	1	1	1
OtsAC18NSNT_0153	none	none	1657 has 3 mismatches		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0154	NS-OP_13_0233	NS-OP_13_0045	NA		NS-OP_13_0233	NS-OP_13_0045	NS-OP_13_0233	NS-OP_13_0045	NS-OP_13_0233	NS-OP_13_0045	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0155	NS-OP_13_0209	NS-OP_13_0410	NA		NS-OP_13_0209	NS-OP_13_0410	NS-OP_13_0209	NS-OP_13_0410	NS-OP_13_0209	NS-OP_13_0410	1	NA	NA	0	0	1	1	1
OtsAC18NSNT_0156	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0158	OtsAC15NSNT_1463	OtsAC15NSNT_1535	NA		OtsAC15NSNT_1463	OtsAC15NSNT_1535	OtsAC15NSNT_1463	OtsAC15NSNT_1535	OtsAC15NSNT_1463	OtsAC15NSNT_1535	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0159	NS-OP_13_0998	NS-OP_13_0961	NA		NS-OP_13_0998	NS-OP_13_0961	NS-OP_13_0998	NS-OP_13_0961	NS-OP_13_0998	NS-OP_13_0961	1	NA	NA	0	1	1	1	1
OtsAC18NSNT_0160	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0161	OtsAC14NSNT_1368	OtsAC14NSNT_1266	NA		OtsAC14NSNT_1368	OtsAC14NSNT_1266	OtsAC14NSNT_1368	OtsAC14NSNT_1266	OtsAC14NSNT_1368	OtsAC14NSNT_1266	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0162	NS-OP_13_0552	NS-OP_13_0650	NA		NS-OP_13_0552	NS-OP_13_0650	NS-OP_13_0552	NS-OP_13_0650	NS-OP_13_0552	NS-OP_13_0650	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0163	OtsAC14NSNT_1579	OtsAC14NSNT_1553	NA		OtsAC14NSNT_1579	OtsAC14NSNT_1553	OtsAC14NSNT_1579	OtsAC14NSNT_1553	OtsAC14NSNT_1579	OtsAC14NSNT_1553	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0164	NS_Out_13_1621	none	NA		NS_Out_13_1621	none	NS_Out_13_1621	none	NS_Out_13_1621	none	NA	NA	1	0	NA	NA	0	0
OtsAC18NSNT_0165	OtsAC14NSNT_1064	OtsAC14NSNT_1266	1064 had poor genotyping quality for both mismatched loci	Sandra assigned 2mm mother	none	OtsAC14NSNT_1266	none	none	none	OtsAC14NSNT_1266	NA	NA	NA	NA	0	NA	0	0
OtsAC18NSNT_0166	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0167	NS_15_OP_BD_133	NS_15_OP_BD_143	NA		NS_15_OP_BD_133	NS_15_OP_BD_143	NS_15_OP_BD_133	NS_15_OP_BD_143	NS_15_OP_BD_133	NS_15_OP_BD_143	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0168	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0169	NS-OP_13_0194	NS-OP_13_0726	NA		NS-OP_13_0194	NS-OP_13_0726	NS-OP_13_0194	NS-OP_13_0726	NS-OP_13_0194	NS-OP_13_0726	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0170	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0171	OtsAC14NSNT_1711	OtsAC14NSNT_1754	NA		OtsAC14NSNT_1711	OtsAC14NSNT_1754	OtsAC14NSNT_1711	OtsAC14NSNT_1754	OtsAC14NSNT_1711	OtsAC14NSNT_1754	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0172	none	OtsAC15NSNT_1073	NA		none	OtsAC15NSNT_1073	none	OtsAC15NSNT_1073	none	OtsAC15NSNT_1073	NA	0	NA	NA	0	NA	0	0
OtsAC18NSNT_0173	NS_15_OP_AD_506	NS_15_OP_AD_581	NA		NS_15_OP_AD_506	NS_15_OP_AD_581	NS_15_OP_AD_506	NS_15_OP_AD_581	NS_15_OP_AD_506	NS_15_OP_AD_581	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0174	none	none	"1817 had 3 mismatches, one assigned with 2 mismatches, no apparent errors"		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0175	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0176	OtsAC14NSNT_1775	OtsAC14NSNT_1718	NA		OtsAC14NSNT_1775	OtsAC14NSNT_1718	OtsAC14NSNT_1775	OtsAC14NSNT_1718	OtsAC14NSNT_1775	OtsAC14NSNT_1718	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0177	none	OtsAC15NSNT_1687	possible sizing error	Sandra assigned 2mm father	none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0178	NS-OP_13_0129	NS-OP_13_0740	NA		NS-OP_13_0129	NS-OP_13_0740	NS-OP_13_0129	NS-OP_13_0740	NS-OP_13_0129	NS-OP_13_0740	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0179	NS-OP_13_0084	NS-OP_13_0250	NA		NS-OP_13_0084	NS-OP_13_0250	NS-OP_13_0084	NS-OP_13_0250	NS-OP_13_0084	NS-OP_13_0250	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0180	none	NS-OP_13_0780	possible sizing error	Sandra assigned 2mm father	none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0181	NS-OP_13_0482	NS-OP_13_0600	NA		NS-OP_13_0482	NS-OP_13_0600	NS-OP_13_0482	NS-OP_13_0600	NS-OP_13_0482	NS-OP_13_0600	1	NA	NA	0	1	1	1	1
OtsAC18NSNT_0182	NS-OP_13_0033	NS-OP_13_0794	NA		NS-OP_13_0033	NS-OP_13_0794	NS-OP_13_0033	NS-OP_13_0794	NS-OP_13_0033	NS-OP_13_0794	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0183	none	NS-OP_13_0650	possible sizing error	Sandra assigned 2mm father	none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0184	OtsAC14NSNT_1710	OtsAC14NSNT_1712	NA		OtsAC14NSNT_1710	OtsAC14NSNT_1712	OtsAC14NSNT_1710	OtsAC14NSNT_1712	OtsAC14NSNT_1710	OtsAC14NSNT_1712	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0185	NS_Out_13_1360	NS_Out_13_1324	NA		NS_Out_13_1360	NS_Out_13_1324	NS_Out_13_1360	NS_Out_13_1324	NS_Out_13_1360	NS_Out_13_1324	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0187	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0188	OtsAC14NSNT_1068	OtsAC14NSNT_1197	NA		OtsAC14NSNT_1068	OtsAC14NSNT_1197	OtsAC14NSNT_1068	OtsAC14NSNT_1197	OtsAC14NSNT_1068	OtsAC14NSNT_1197	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0189	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0190	OtsAC14NSNT_1138	OtsAC14NSNT_1332	NA		OtsAC14NSNT_1138	OtsAC14NSNT_1332	OtsAC14NSNT_1138	OtsAC14NSNT_1332	OtsAC14NSNT_1138	OtsAC14NSNT_1332	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0191	NS_15_OP_BD_019	none	NA		NS_15_OP_BD_019	none	NS_15_OP_BD_019	none	NS_15_OP_BD_019	none	NA	NA	0	0	NA	NA	0	0
OtsAC18NSNT_0192	NS_OP_14_0607	none	NA		NS_OP_14_0607	none	NS_OP_14_0607	none	NS_OP_14_0607	none	NA	NA	0	0	NA	NA	0	0
OtsAC18NSNT_0193	OtsAC15NSNT_1622	none	possible sizing error	Sandra assigned 2mm mother	none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0194	OtsAC14NSNT_1863	OtsAC14NSNT_1520	NA		OtsAC14NSNT_1863	OtsAC14NSNT_1520	OtsAC14NSNT_1863	OtsAC14NSNT_1520	OtsAC14NSNT_1863	OtsAC14NSNT_1520	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0195	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0196	NS_15_OP_BD_654	NS_15_OP_BD_093	NA		NS_15_OP_BD_654	NS_15_OP_BD_093	NS_15_OP_BD_654	NS_15_OP_BD_093	NS_15_OP_BD_654	NS_15_OP_BD_093	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0197	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0198	none	NS_OP_14_0659	NA		none	NS_OP_14_0659	none	NS_OP_14_0659	none	NS_OP_14_0659	NA	0	NA	NA	0	NA	0	0
OtsAC18NSNT_0199	NS_OP_14_0618	NS_OP_14_0569	NA		NS_OP_14_0618	NS_OP_14_0569	NS_OP_14_0618	NS_OP_14_0569	NS_OP_14_0618	NS_OP_14_0569	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0200	none	NS-OP_13_1161	possible sizing error	Sandra assigned 2mm father	none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0201	OtsAC15NSNT_1927	NS_15_OP_AD_254	NA		OtsAC15NSNT_1927	NS_15_OP_AD_254	OtsAC15NSNT_1927	NS_15_OP_AD_254	OtsAC15NSNT_1927	NS_15_OP_AD_254	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0202	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0203	none	NS-OP_13_1122	"1107 has 3 mismatches, 1122 had possible sizing error"	Sandra assigned 2mm father	none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0204	NS_15_OP_AD_505	OtsAC15NSNT_1861	NA		NS_15_OP_AD_505	OtsAC15NSNT_1861	NS_15_OP_AD_505	OtsAC15NSNT_1861	NS_15_OP_AD_505	OtsAC15NSNT_1861	1	NA	NA	0	1	1	1	1
OtsAC18NSNT_0205	NS_15_OP_BD_018	NS_15_OP_BD_064	NA		NS_15_OP_BD_018	NS_15_OP_BD_064	NS_15_OP_BD_018	NS_15_OP_BD_064	NS_15_OP_BD_018	NS_15_OP_BD_064	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0206	OtsAC15NSNT_1340	OtsAC15NSNT_1361	NA		OtsAC15NSNT_1340	OtsAC15NSNT_1361	OtsAC15NSNT_1340	OtsAC15NSNT_1361	OtsAC15NSNT_1340	OtsAC15NSNT_1361	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0207	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0208	NS_15_OP_BD_018	NS_15_OP_BD_143	NA		NS_15_OP_BD_018	NS_15_OP_BD_143	NS_15_OP_BD_018	NS_15_OP_BD_143	NS_15_OP_BD_018	NS_15_OP_BD_143	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0209	none	NS_15_OP_AD_581	NA		none	NS_15_OP_AD_581	none	NS_15_OP_AD_581	none	none	NA	1	NA	NA	NA	NA	0	0
OtsAC18NSNT_0210	NS_15_OP_AD_156	none	NA		NS_15_OP_AD_156	none	NS_15_OP_AD_156	none	NS_15_OP_AD_156	none	NA	NA	0	0	NA	NA	0	0
OtsAC18NSNT_0211	none	OtsAC14NSNT_1321	NA	can't figure out what Sandra did here	OtsAC15NSNT_1189	none	none	none	OtsAC15NSNT_1189	none	NA	NA	NA	1	NA	NA	0	0
OtsAC18NSNT_0212	OtsAC14NSNT_1445	OtsAC14NSNT_1270	NA		OtsAC14NSNT_1445	OtsAC14NSNT_1270	OtsAC14NSNT_1445	OtsAC14NSNT_1270	OtsAC14NSNT_1445	OtsAC14NSNT_1270	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0213	NS_Out_13_1542	NS_Out_13_1393	NA		NS_Out_13_1542	NS_Out_13_1393	NS_Out_13_1542	NS_Out_13_1393	NS_Out_13_1542	NS_Out_13_1393	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0214	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0215	OtsAC14NSNT_1775	OtsAC14NSNT_1657	NA		OtsAC14NSNT_1775	OtsAC14NSNT_1657	OtsAC14NSNT_1775	OtsAC14NSNT_1657	OtsAC14NSNT_1775	OtsAC14NSNT_1657	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0216	NS-OP_13_1071	NS-OP_13_0609	50 had no mismatches but didn't form trio		NS-OP_13_1071	NS-OP_13_0609	none	NS-OP_13_0050	NS-OP_13_1071	NS-OP_13_0609	NA	0	NA	1	0	2	0	1
OtsAC18NSNT_0217	NS_OP_14_0395	NS_OP_14_0550	NA		NS_OP_14_0395	NS_OP_14_0550	NS_OP_14_0395	NS_OP_14_0550	NS_OP_14_0395	NS_OP_14_0550	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0218	OtsAC15NSNT_1084	OtsAC15NSNT_1550	NA		OtsAC15NSNT_1084	OtsAC15NSNT_1550	OtsAC15NSNT_1084	OtsAC15NSNT_1550	OtsAC15NSNT_1084	OtsAC15NSNT_1550	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0219	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0220	NS-OP_13_1073	none	"two assigned with 2 mismatches, 1073 had possible sizing errors"	Sandra assigned 2mm mother	none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0221	NS_15_OP_BD_133	NS_15_OP_BD_143	NA		NS_15_OP_BD_133	NS_15_OP_BD_143	NS_15_OP_BD_133	NS_15_OP_BD_143	NS_15_OP_BD_133	NS_15_OP_BD_143	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0222	OtsAC14NSNT_1863	OtsAC14NSNT_1788	NA		OtsAC14NSNT_1863	OtsAC14NSNT_1788	OtsAC14NSNT_1863	OtsAC14NSNT_1788	OtsAC14NSNT_1863	OtsAC14NSNT_1788	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0223	NS-OP_13_0226	NS-OP_13_0050	NA		NS-OP_13_0226	NS-OP_13_0050	NS-OP_13_0226	NS-OP_13_0050	NS-OP_13_0226	NS-OP_13_0050	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0224	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0225	NS_OP_14_0731	NS_OP_14_0100	NA		NS_OP_14_0731	NS_OP_14_0100	NS_OP_14_0731	NS_OP_14_0100	NS_OP_14_0731	NS_OP_14_0100	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0226	NS_15_OP_BD_075	NS_15_OP_BD_314	NA		NS_15_OP_BD_075	NS_15_OP_BD_314	NS_15_OP_BD_075	NS_15_OP_BD_314	NS_15_OP_BD_075	NS_15_OP_BD_314	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0227	NS_15_OP_BD_018	NS_15_OP_BD_143	NA		NS_15_OP_BD_018	NS_15_OP_BD_143	NS_15_OP_BD_018	NS_15_OP_BD_143	NS_15_OP_BD_018	NS_15_OP_BD_143	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0228	NS_OP_14_0136	none	NA		NS_OP_14_0136	none	NS_OP_14_0136	none	NS_OP_14_0136	none	NA	NA	0	0	NA	NA	0	0
OtsAC18NSNT_0229	none	NS-OP_13_0869	NA		none	NS-OP_13_0869	none	NS-OP_13_0869	none	NS-OP_13_0869	NA	0	NA	NA	0	NA	0	0
OtsAC18NSNT_0231	NS_Out_13_1384	NS_Out_13_1569	NA		NS_Out_13_1384	NS_Out_13_1569	NS_Out_13_1384	NS_Out_13_1569	NS_Out_13_1384	NS_Out_13_1569	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0232	NS-OP_13_0887	NS-OP_13_0613	NA		NS-OP_13_0887	NS-OP_13_0613	NS-OP_13_0887	NS-OP_13_0613	NS-OP_13_0887	NS-OP_13_0613	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0233	none	NS_15_OP_BD_143	NA		none	NS_15_OP_BD_143	none	NS_15_OP_BD_143	none	NS_15_OP_BD_143	NA	0	NA	NA	0	NA	0	0
OtsAC18NSNT_0234	none	NS_Out_13_1692	NA		none	NS_Out_13_1692	none	NS_Out_13_1692	none	NS_Out_13_1692	NA	0	NA	NA	0	NA	0	0
OtsAC18NSNT_0235	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0236	OtsAC14NSNT_1482	OtsAC14NSNT_1619	NA		OtsAC14NSNT_1482	OtsAC14NSNT_1619	OtsAC14NSNT_1482	OtsAC14NSNT_1619	OtsAC14NSNT_1482	OtsAC14NSNT_1619	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0237	NS-OP_13_0750	none	NA		NS-OP_13_0750	none	none	none	NS-OP_13_0750	none	NA	NA	NA	0	NA	NA	0	0
OtsAC18NSNT_0238	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0239	NS_15_OP_AD_341	none	NA		NS_15_OP_AD_341	none	NS_15_OP_AD_341	none	NS_15_OP_AD_341	none	NA	NA	0	0	NA	NA	0	0
OtsAC18NSNT_0240	NS_OP_14_0549	NS_OP_14_0648	NA		NS_OP_14_0549	NS_OP_14_0648	NS_OP_14_0549	NS_OP_14_0648	NS_OP_14_0549	NS_OP_14_0648	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0241	OtsAC15NSNT_1602	OtsAC15NSNT_1246	NA		OtsAC15NSNT_1602	OtsAC15NSNT_1246	OtsAC15NSNT_1602	OtsAC15NSNT_1246	OtsAC15NSNT_1602	OtsAC15NSNT_1246	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0242	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0243	NS_OP_14_0497	NS_OP_14_0204	NA		NS_OP_14_0497	NS_OP_14_0204	NS_OP_14_0497	NS_OP_14_0204	NS_OP_14_0497	NS_OP_14_0204	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0244	NS-OP_13_0925	NS-OP_13_0948	NA		NS-OP_13_0925	NS-OP_13_0948	NS-OP_13_0925	NS-OP_13_0948	NS-OP_13_0925	NS-OP_13_0948	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0245	NS-OP_13_1107	none	NA		NS-OP_13_1107	none	NS-OP_13_1107	none	NS-OP_13_1107	none	NA	NA	0	0	NA	NA	0	0
OtsAC18NSNT_0247	NS_15_OP_BD_151	NS_15_OP_BD_063	NA		NS_15_OP_BD_151	NS_15_OP_BD_063	NS_15_OP_BD_151	NS_15_OP_BD_063	NS_15_OP_BD_151	NS_15_OP_BD_063	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0248	NS_OP_14_0096	NS_OP_14_0566	NA		NS_OP_14_0096	NS_OP_14_0566	NS_OP_14_0096	NS_OP_14_0566	NS_OP_14_0096	NS_OP_14_0566	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0250	none	none	two perfect matches	Sandra tossed ties	NS_15_OP_AD_506	none	NS_15_OP_AD_506	none	NS_15_OP_AD_506	none	NA	NA	0	0	NA	NA	0	0
OtsAC18NSNT_0251	OtsAC14NSNT_1841	OtsAC14NSNT_1795	NA		OtsAC14NSNT_1841	OtsAC14NSNT_1795	OtsAC14NSNT_1841	OtsAC14NSNT_1795	OtsAC14NSNT_1841	OtsAC14NSNT_1795	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0252	none	none	NA		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
OtsAC18NSNT_0253	NS_Out_13_1276	NS_Out_13_1430	NA		NS_Out_13_1276	NS_Out_13_1430	NS_Out_13_1276	NS_Out_13_1430	NS_Out_13_1276	NS_Out_13_1430	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0254	OtsAC15NSNT_1938	NS_15_OP_AD_307	NA		OtsAC15NSNT_1938	NS_15_OP_AD_307	OtsAC15NSNT_1938	NS_15_OP_AD_307	OtsAC15NSNT_1938	NS_15_OP_AD_307	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0255	none	OtsAC15NSNT_1832	NA		none	OtsAC15NSNT_1832	none	none	none	OtsAC15NSNT_1832	NA	NA	NA	NA	1	NA	0	0
OtsAC18NSNT_0257	NS_15_OP_BD_076	none	NA		NS_15_OP_BD_076	none	NS_15_OP_BD_076	none	NS_15_OP_BD_076	none	NA	NA	0	0	NA	NA	0	0
OtsCC18NSNT_3003	none	OtsAC14NSNT_1876	NA		none	OtsAC14NSNT_1876	none	OtsAC14NSNT_1876	none	none	NA	0	NA	NA	NA	NA	0	0
OtsCC18NSNT_3004	none	none	"seven assigned with 1 mismatch, many possible sizing errors"	Sandra tossed ties	none	NS_15_C_BD_161	none	none	none	NS_15_C_BD_161	NA	NA	NA	NA	1	NA	0	0
OtsAC18NSNT_0041	NS-OP_13_0166	NS-OP_13_0375	NA		NS-OP_13_0166	NS-OP_13_0375	NS-OP_13_0166	NS-OP_13_0375	NS-OP_13_0166	NS-OP_13_0375	0	NA	NA	0	0	0	1	1
OtsAC18NSNT_0249	none	NS_15_OP_AD_667	247 had 3 mismatches		none	NS_15_OP_AD_667	none	none	none	NS_15_OP_AD_667	NA	NA	NA	NA	1	NA	0	0
OtsCC18NSNT_3045	none	none	"four assigned with 2 mismatches, multiple have possible sizing errors"		none	none	none	none	none	none	NA	NA	NA	NA	NA	NA	0	0
