Offspring ID,Loci typed,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
OtsAC17NSNT_3029,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0591,12,12,2, 1.94774013226993E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3030,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3031,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3033,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0001,12,12,1, 6.83124256078504E+0000, 6.83124256078504E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3033,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0213,12,12,3, 3.85760961918730E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3033,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0398,12,12,2, 2.91539202926487E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3035,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0247,12,12,0, 1.82097180872436E+0001, 1.82097180872436E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3035,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0214,12,12,3, 1.84572877893489E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3036,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0796,12,12,0, 1.87696311615650E+0001, 1.87696311615650E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3036,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1479,10,10,0, 1.25035132337253E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3036,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0576,12,12,1, 1.07624201543788E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3036,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0378,12,12,1, 9.22733586501321E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3036,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0455,12,12,3, 2.32036653489828E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3036,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0362,12,12,3, 1.75548344856255E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3037,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0642,12,12,1, 7.53772542959989E+0000, 7.53772542959989E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3037,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0358,12,12,2, 2.75295237738225E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3037,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0419,12,12,2, 1.29924544557993E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3038,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0988,12,12,1, 7.71954821938084E+0000, 7.71954821938084E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3039,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1661,12,12,0, 1.30642399061623E+0001, 1.30642399061623E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3040,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0677,12,12,3, 3.58882848129071E+0000, 3.58882848129071E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3040,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0891,12,12,3, 1.85241237125743E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3040,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0573,12,12,3, 1.74816004073713E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3053,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1088,12,12,2, 1.03146964124717E+0000, 1.03146964124717E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3056,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0404,12,12,1, 1.20261843738023E+0001, 1.20261843738023E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3056,12,,0,0,0, 0.00000000000000E+0000,NS_SS_14_0045,11,11,1, 5.44770539165140E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3056,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0585,12,12,1, 5.03674716096754E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3056,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0824,12,12,2, 4.32145397235211E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3056,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0202,12,12,2, 4.09675233287734E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3056,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0232,12,12,2, 3.42730730712738E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3056,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1329,12,12,2, 7.89088685494304E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3056,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1379,12,12,2, 3.80430075296892E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3066,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1495,12,12,1, 7.42829034834937E+0000, 7.42829034834937E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3066,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0021,12,12,2, 4.08285798351461E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3067,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3074,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1297,12,12,0, 1.38525934010053E+0001, 1.38525934010053E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3074,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1574,12,12,2, 2.49342221534974E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3074,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1584,12,12,2, 1.52785884869097E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3074,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0769,12,12,2, 8.17569845583386E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3075,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1375,12,12,2, 3.17663574888093E-0001, 3.17663574888093E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3080,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0695,12,12,0, 1.39442451242258E+0001, 1.39442451242258E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3080,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0453,12,12,2, 5.41197923793464E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3080,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0486,12,12,2, 4.16884020994738E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3080,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1016,11,11,2, 1.38639038454678E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3081,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1543,12,12,0, 1.52883377023484E+0001, 1.52883377023484E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3081,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1522,12,12,2, 2.30301863900420E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3082,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1468,12,12,0, 1.14122369761096E+0001, 1.14122369761096E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3082,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0462,12,12,1, 9.97765342560233E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3082,12,,0,0,0, 0.00000000000000E+0000,NS_SS_13_0114,10,10,1, 4.61280666033885E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3084,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1498,12,12,0, 2.02139277995079E+0001, 2.02139277995079E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3084,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_0121,12,12,3, 4.55056431132658E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3088,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3089,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1760,11,11,1, 4.83424012371968E+0000, 4.83424012371968E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3089,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0311,12,12,2, 3.14140950255288E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3101,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3108,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1245,12,12,0, 1.55664747006905E+0001, 1.55664747006905E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3112,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0165,12,12,0, 1.67276421524515E+0001, 1.67276421524515E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3112,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0592,12,12,2, 4.25602378871618E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3112,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0189,12,12,2, 3.31872700121917E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3115,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0903,12,12,2, 7.44842925846583E+0000, 7.44842925846583E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3115,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1323,12,12,2, 3.81813075983699E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3115,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1152,12,12,3, 1.09374951191426E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3116,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0049,12,12,0, 1.74171377116327E+0001, 1.74171377116327E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3116,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0941,12,12,1, 4.38951901554674E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3120,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3124,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0222,12,12,0, 1.55970289167103E+0001, 1.55970289167103E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3126,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1226,12,12,0, 1.54364007927830E+0001, 1.54364007927830E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3126,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1399,12,12,1, 6.46595226762001E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3126,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0238,12,12,1, 5.20356387930513E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3127,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3128,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1026,12,12,0, 1.86601013832308E+0001, 1.86601013832308E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3128,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1015,12,12,1, 1.30555016276405E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3128,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0288,12,12,3, 1.50799473965745E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3130,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0202,12,12,0, 1.41945677924745E+0001, 1.41945677924745E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3131,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1870,12,12,1, 1.25850014877000E+0001, 1.25850014877000E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3131,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1113,12,12,2, 5.49424030654022E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3131,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0975,12,12,2, 5.43853691591012E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3131,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1878,12,12,3, 3.92900906421528E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3135,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0027,12,12,0, 1.67027228762869E+0001, 1.67027228762869E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3135,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0162,12,12,2, 3.16224660776556E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3138,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3140,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1633,12,12,0, 1.47846194201798E+0001, 1.47846194201798E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3140,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1550,12,12,2, 1.79311253061515E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3142,11,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0053,12,11,1, 1.29523615579890E+0001, 1.29523615579890E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3142,11,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0143,12,11,2, 4.49582576076167E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3144,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0492,12,12,0, 2.82917252675690E+0001, 2.82917252675690E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3145,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0200,12,12,0, 2.04838109937155E+0001, 2.04838109937155E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3145,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0255,12,12,2, 1.02020579072853E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3146,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1286,12,12,0, 1.53803800803177E+0001, 1.53803800803177E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3146,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1037,12,12,2, 3.43272579733333E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3148,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0752,12,12,0, 1.76686699441673E+0001, 1.76686699441673E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0882,12,12,1, 1.00670482632319E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1245,12,12,1, 6.10651286642539E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1615,12,12,3, 2.00572660005675E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0140,12,12,2, 1.74547267257011E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1629,12,12,2, 1.48391152939000E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1717,12,12,2, 1.14818494288521E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1723,12,12,2, 1.01122640617063E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3153,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0216,12,12,2, 4.88188629230010E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3154,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3159,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1229,12,12,2, 2.15384119507958E+0000, 2.15384119507958E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3159,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1259,12,12,2, 1.75418418150399E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3159,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0150,11,11,2, 7.21985657214690E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3160,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0222,12,12,0, 1.45654304036296E+0001, 1.45654304036296E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3160,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0576,12,12,2, 5.83739580561881E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3160,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1479,10,10,2, 3.61183151062826E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3160,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0796,12,12,3, 3.31283040297932E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3160,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0683,12,12,3, 1.28466003592546E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3165,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0694,12,12,2, 1.71768851893425E+0000, 1.71768851893425E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3165,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1707,12,12,2, 8.77896855549059E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3166,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3170,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0712,12,12,0, 1.55208233408111E+0001, 1.55208233408111E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3170,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1682,12,12,1, 8.53218592375681E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3170,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0052,7,7,1, 3.57371579309357E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3170,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1249,12,12,2, 3.00845974082324E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3172,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1428,12,12,0, 1.44597285047588E+0001, 1.44597285047588E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3172,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0363,12,12,2, 4.42064081187470E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3174,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1124,12,12,0, 1.86930416142904E+0001, 1.86930416142904E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3174,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1130,12,12,3, 4.50468777092708E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3174,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0322,12,12,3, 2.35055366230517E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3177,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1103,12,12,0, 1.82860920301235E+0001, 1.82860920301235E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3177,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0736,12,12,2, 5.01793652907724E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3177,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0865,12,12,3, 5.50227290919100E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3179,10,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0188,12,10,0, 1.41509909868482E+0001, 1.41509909868482E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3179,10,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0144,12,10,1, 4.59417734079871E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3179,10,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0238,12,10,2, 2.52125308178754E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3179,10,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1062,12,10,2, 2.16987593948144E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3179,10,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0640,12,10,2, 1.19800499812533E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3179,10,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0880,12,10,2, 1.05049653478588E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_3185,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_3186,12,,0,0,0, 0.00000000000000E+0000,
