mother	mother_year	mother_type	mother_date	mother_above_below	father	father_year	father_type	father_date	father_above_below	offspring_sample_id	offspring_year	offspring_type	offspring_date	assn_type	parent_type	geno_sex	offspring_sex
OtsAC15NSNT_1317	2015	outplant	2015-07-09	above	OtsAC15NSNT_1161	2015	outplant	2015-06-24	above	OtsAC19NSNT_0036	2019	reintro	2019-05-31	pair	outplant	M	M
OtsAC15NSNT_1317	2015	outplant	2015-07-09	above	OtsAC15NSNT_1161	2015	outplant	2015-06-24	above	OtsAC19NSNT_0716	2019	reintro	2019-08-26	pair	outplant	M	M
OtsAC15NSNT_1317	2015	outplant	2015-07-09	above	OtsAC15NSNT_1253	2015	outplant	2015-06-24	above	OtsAC19NSNT_0555	2019	reintro	2019-07-15	pair	outplant	F	F
OtsAC15NSNT_1340	2015	outplant	2015-07-09	above	OtsAC15NSNT_1139	2015	outplant	2015-06-24	above	OtsAC20NSNT_0435	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1340	2015	outplant	2015-07-09	above	OtsAC15NSNT_1361	2015	outplant	2015-07-09	above	OtsAC18NSNT_0206	2018	reintro	NA	pair	outplant	M	M
OtsAC15NSNT_1340	2015	outplant	2015-07-09	above	OtsAC15NSNT_1361	2015	outplant	2015-07-09	above	OtsAC19NSNT_0417	2019	reintro	2019-06-30	pair	outplant	F	F
OtsAC15NSNT_1340	2015	outplant	2015-07-09	above	OtsAC15NSNT_1361	2015	outplant	2015-07-09	above	OtsAC19NSNT_0401	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1351	2015	outplant	2015-07-09	above	OtsAC15NSNT_1322	2015	outplant	2015-07-09	above	OtsAC19NSNT_0551	2019	reintro	2019-07-15	pair	outplant	F	F
OtsAC15NSNT_1402	2015	outplant	2015-07-09	above	OtsAC15NSNT_1159	2015	outplant	2015-06-24	above	OtsAC19NSNT_0121	2019	reintro	2019-06-15	pair	outplant	F	F
OtsAC15NSNT_1402	2015	outplant	2015-07-09	above	OtsAC15NSNT_1159	2015	outplant	2015-06-24	above	OtsAC19NSNT_0158	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1402	2015	outplant	2015-07-09	above	OtsAC15NSNT_1302	2015	outplant	2015-07-09	above	OtsAC19NSNT_0156	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1426	2015	outplant	2015-07-09	above	NS_15_OP_AD_567	2015	reintro_above	2015-09-02	above	OtsAC19NSNT_0110	2019	reintro	2019-06-15	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1426	2015	outplant	2015-07-09	above	NS_15_OP_AD_567	2015	reintro_above	2015-09-02	above	OtsAC19NSNT_0108	2019	reintro	2019-06-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1429	2015	outplant	2015-07-09	above	OtsAC15NSNT_1030	2015	outplant	2015-06-16	above	OtsAC19NSNT_0208	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1429	2015	outplant	2015-07-09	above	OtsAC15NSNT_1030	2015	outplant	2015-06-16	above	OtsAC19NSNT_0333	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1430	2015	outplant	2015-07-09	above	none	NA	NA	NA	NA	OtsAC19NSNT_0532	2019	reintro	2019-07-15	female_only	outplant	F	F
OtsAC15NSNT_1454	2015	outplant	2015-07-22	above	OtsAC15NSNT_1391	2015	outplant	2015-07-09	above	OtsAC19NSNT_0321	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1454	2015	outplant	2015-07-22	above	OtsAC15NSNT_1842	2015	outplant	2015-09-15	above	OtsAC19NSNT_0212	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1463	2015	outplant	2015-07-22	above	OtsAC15NSNT_1227	2015	outplant	2015-06-24	above	OtsAC19NSNT_0365	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1463	2015	outplant	2015-07-22	above	OtsAC15NSNT_1387	2015	outplant	2015-07-09	above	OtsAC19NSNT_0496	2019	reintro	2019-07-15	pair	outplant	M	M
OtsAC15NSNT_1463	2015	outplant	2015-07-22	above	OtsAC15NSNT_1535	2015	outplant	2015-08-03	above	OtsAC18NSNT_0158	2018	reintro	NA	pair	outplant	M	M
OtsAC15NSNT_1463	2015	outplant	2015-07-22	above	OtsAC15NSNT_1535	2015	outplant	2015-08-03	above	OtsAC20NSNT_1107	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1470	2015	outplant	2015-07-22	above	OtsAC15NSNT_1308	2015	outplant	2015-07-09	above	OtsAC19NSNT_0298	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1470	2015	outplant	2015-07-22	above	OtsAC15NSNT_1395	2015	outplant	2015-07-09	above	AC20NSNT_0238	2020	reintro	NA	pair	outplant	M	M
OtsAC15NSNT_1470	2015	outplant	2015-07-22	above	OtsAC15NSNT_1395	2015	outplant	2015-07-09	above	OtsAC20NSNT_0542	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1470	2015	outplant	2015-07-22	above	none	NA	NA	NA	NA	AC20NSNT_0375	2020	reintro	NA	female_only	outplant	F	F
OtsAC15NSNT_1481	2015	outplant	2015-07-22	above	OtsAC15NSNT_1038	2015	outplant	2015-06-16	above	OtsAC19NSNT_0410	2019	reintro	2019-06-30	pair	outplant	F	F
OtsAC15NSNT_1488	2015	outplant	2015-07-22	above	none	NA	NA	NA	NA	AC20NSNT_0335	2020	reintro	NA	female_only	outplant	M	M
OtsAC15NSNT_1501	2015	outplant	2015-07-22	above	OtsAC15NSNT_1167	2015	outplant	2015-06-24	above	OtsAC19NSNT_0188	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1501	2015	outplant	2015-07-22	above	OtsAC15NSNT_1253	2015	outplant	2015-06-24	above	OtsAC20NSNT_0455	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1514	2015	outplant	2015-08-03	above	OtsAC15NSNT_1459	2015	outplant	2015-07-22	above	OtsAC20NSNT_0436	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1514	2015	outplant	2015-08-03	above	none	NA	NA	NA	NA	OtsAC20NSNT_0760	2020	reintro	NA	female_only	outplant	M	M
OtsAC15NSNT_1515	2015	outplant	2015-08-03	above	OtsAC15NSNT_1391	2015	outplant	2015-07-09	above	OtsAC20NSNT_1063	2020	reintro	NA	pair	outplant	M	M
OtsAC15NSNT_1528	2015	outplant	2015-08-03	above	OtsAC15NSNT_1063	2015	outplant	2015-06-16	above	OtsAC18NSNT_0126	2018	reintro	NA	pair	outplant	M	M
OtsAC15NSNT_1530	2015	outplant	2015-08-03	above	OtsAC15NSNT_1438	2015	outplant	2015-07-09	above	OtsAC19NSNT_0422	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1530	2015	outplant	2015-08-03	above	OtsAC15NSNT_1438	2015	outplant	2015-07-09	above	OtsAC19NSNT_0548	2019	reintro	2019-07-15	pair	outplant	M	M
OtsAC15NSNT_1530	2015	outplant	2015-08-03	above	none	NA	NA	NA	NA	OtsAC19NSNT_0444	2019	reintro	2019-07-15	female_only	outplant	M	M
OtsAC15NSNT_1530	2015	outplant	2015-08-03	above	none	NA	NA	NA	NA	AC20NSNT_0139	2020	reintro	NA	female_only	outplant	M	M
OtsAC15NSNT_1533	2015	outplant	2015-08-03	above	OtsAC15NSNT_1451	2015	outplant	2015-07-22	above	OtsAC19NSNT_0360	2019	reintro	2019-06-30	pair	outplant	F	F
OtsAC15NSNT_1536	2015	outplant	2015-08-03	above	NS_15_OP_AD_496	2015	reintro_above	2015-08-31	above	OtsAC18NSNT_0140	2018	reintro	NA	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1536	2015	outplant	2015-08-03	above	NS_15_OP_AD_496	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0512	2019	reintro	2019-07-15	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1536	2015	outplant	2015-08-03	above	NS_15_OP_AD_496	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0517	2019	reintro	2019-07-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1536	2015	outplant	2015-08-03	above	NS_15_OP_AD_496	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0524	2019	reintro	2019-07-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1536	2015	outplant	2015-08-03	above	NS_15_OP_AD_496	2015	reintro_above	2015-08-31	above	AC20NSNT_0020	2020	reintro	NA	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1536	2015	outplant	2015-08-03	above	NS_15_OP_AD_496	2015	reintro_above	2015-08-31	above	OtsAC20NSNT_0379	2020	reintro	NA	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1540	2015	outplant	2015-08-03	above	none	NA	NA	NA	NA	OtsAC19NSNT_0182	2019	reintro	2019-06-15	female_only	outplant	F	F
OtsAC15NSNT_1541	2015	outplant	2015-08-03	above	OtsAC15NSNT_1139	2015	outplant	2015-06-24	above	OtsAC19NSNT_0147	2019	reintro	2019-06-15	pair	outplant	F	F
OtsAC15NSNT_1541	2015	outplant	2015-08-03	above	OtsAC15NSNT_1139	2015	outplant	2015-06-24	above	OtsAC19NSNT_0523	2019	reintro	2019-07-15	pair	outplant	M	M
OtsAC15NSNT_1546	2015	outplant	2015-08-03	above	OtsAC15NSNT_1575	2015	outplant	2015-08-03	above	OtsAC19NSNT_0474	2019	reintro	2019-07-15	pair	outplant	M	M
OtsAC15NSNT_1582	2015	outplant	2015-08-03	above	OtsAC15NSNT_1118	2015	outplant	2015-06-16	above	OtsAC19NSNT_0421	2019	reintro	2019-06-30	pair	outplant	F	F
OtsAC15NSNT_1582	2015	outplant	2015-08-03	above	OtsAC15NSNT_1118	2015	outplant	2015-06-16	above	OtsAC19NSNT_0232	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1594	2015	outplant	2015-08-03	above	OtsAC15NSNT_1395	2015	outplant	2015-07-09	above	OtsAC19NSNT_0338	2019	reintro	2019-06-30	pair	outplant	F	F
OtsAC15NSNT_1594	2015	outplant	2015-08-03	above	OtsAC15NSNT_1395	2015	outplant	2015-07-09	above	OtsAC19NSNT_0184	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1594	2015	outplant	2015-08-03	above	OtsAC15NSNT_1395	2015	outplant	2015-07-09	above	OtsAC19NSNT_0286	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1594	2015	outplant	2015-08-03	above	OtsAC15NSNT_1395	2015	outplant	2015-07-09	above	OtsAC20NSNT_0727	2020	reintro	NA	pair	outplant	M	M
OtsAC15NSNT_1595	2015	outplant	2015-08-03	above	OtsAC15NSNT_1459	2015	outplant	2015-07-22	above	OtsAC19NSNT_0701	2019	reintro	2019-08-26	pair	outplant	M	M
OtsAC15NSNT_1600	2015	outplant	2015-08-17	above	NS_15_OP_AD_257	2015	reintro_above	2015-07-07	above	OtsAC19NSNT_0134	2019	reintro	2019-06-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1600	2015	outplant	2015-08-17	above	NS_15_OP_AD_425	2015	reintro_above	2015-08-18	above	OtsAC19NSNT_0674	2019	reintro	2019-07-31	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1600	2015	outplant	2015-08-17	above	NS_15_OP_AD_567	2015	reintro_above	2015-09-02	above	OtsAC19NSNT_0371	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1600	2015	outplant	2015-08-17	above	NS_15_OP_AD_608	2015	reintro_above	2015-09-11	above	OtsAC19NSNT_0514	2019	reintro	2019-07-15	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1600	2015	outplant	2015-08-17	above	none	NA	NA	NA	NA	OtsAC19NSNT_0369	2019	reintro	2019-06-30	female_only	outplant	M	M
OtsAC15NSNT_1602	2015	outplant	2015-08-17	above	OtsAC15NSNT_1246	2015	outplant	2015-06-24	above	OtsAC18NSNT_0241	2018	reintro	NA	pair	outplant	M	M
OtsAC15NSNT_1602	2015	outplant	2015-08-17	above	OtsAC15NSNT_1246	2015	outplant	2015-06-24	above	OtsAC19NSNT_0274	2019	reintro	2019-06-30	pair	outplant	F	F
OtsAC15NSNT_1602	2015	outplant	2015-08-17	above	OtsAC15NSNT_1278	2015	outplant	2015-06-24	above	OtsAC19NSNT_0499	2019	reintro	2019-07-15	pair	outplant	M	M
OtsAC15NSNT_1613	2015	outplant	2015-08-17	above	OtsAC15NSNT_1359	2015	outplant	2015-07-09	above	OtsAC19NSNT_0445	2019	reintro	2019-07-15	pair	outplant	M	M
OtsAC15NSNT_1615	2015	outplant	2015-08-17	above	OtsAC15NSNT_1208	2015	outplant	2015-06-24	above	OtsAC19NSNT_0290	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1615	2015	outplant	2015-08-17	above	OtsAC15NSNT_1539	2015	outplant	2015-08-03	above	OtsAC19NSNT_0326	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1616	2015	outplant	2015-08-17	above	OtsAC15NSNT_1406	2015	outplant	2015-07-09	above	OtsAC19NSNT_0164	2019	reintro	2019-06-15	pair	outplant	F	F
OtsAC15NSNT_1616	2015	outplant	2015-08-17	above	OtsAC15NSNT_1406	2015	outplant	2015-07-09	above	OtsAC19NSNT_0016	2019	reintro	2019-05-31	pair	outplant	M	M
OtsAC15NSNT_1616	2015	outplant	2015-08-17	above	OtsAC15NSNT_1406	2015	outplant	2015-07-09	above	OtsAC19NSNT_0075	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1616	2015	outplant	2015-08-17	above	OtsAC15NSNT_1406	2015	outplant	2015-07-09	above	OtsAC19NSNT_0102	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1616	2015	outplant	2015-08-17	above	OtsAC15NSNT_1406	2015	outplant	2015-07-09	above	OtsAC19NSNT_0129	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1624	2015	outplant	2015-08-17	above	OtsAC15NSNT_1259	2015	outplant	2015-06-24	above	OtsAC19NSNT_0431	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1626	2015	outplant	2015-08-17	above	none	NA	NA	NA	NA	OtsAC19NSNT_0746	2019	reintro	2019-08-26	female_only	outplant	F	F
OtsAC15NSNT_1627	2015	outplant	2015-08-17	above	OtsAC15NSNT_1575	2015	outplant	2015-08-03	above	OtsAC19NSNT_0209	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1627	2015	outplant	2015-08-17	above	OtsAC15NSNT_1575	2015	outplant	2015-08-03	above	OtsAC19NSNT_0662	2019	reintro	2019-07-31	pair	outplant	M	M
OtsAC15NSNT_1629	2015	outplant	2015-08-17	above	OtsAC15NSNT_1044	2015	outplant	2015-06-16	above	OtsAC19NSNT_0416	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1630	2015	outplant	2015-08-17	above	OtsAC15NSNT_1347	2015	outplant	2015-07-09	above	AC20NSNT_0355	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1634	2015	outplant	2015-08-26	above	NS_15_OP_AD_466	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0086	2019	reintro	2019-06-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1634	2015	outplant	2015-08-26	above	NS_15_OP_AD_466	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0407	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1634	2015	outplant	2015-08-26	above	NS_15_OP_AD_466	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0733	2019	reintro	2019-08-26	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1634	2015	outplant	2015-08-26	above	NS_15_OP_AD_491	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0243	2019	reintro	2019-06-30	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1634	2015	outplant	2015-08-26	above	NS_15_OP_AD_491	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0529	2019	reintro	2019-07-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1634	2015	outplant	2015-08-26	above	NS_15_OP_AD_526	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0640	2019	reintro	2019-07-31	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1637	2015	outplant	2015-08-26	above	NS_15_OP_AD_252	2015	reintro_above	2015-07-07	above	OtsAC19NSNT_0228	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1641	2015	outplant	2015-08-26	above	NS_15_OP_AD_429	2015	reintro_above	2015-08-18	above	OtsAC19NSNT_0495	2019	reintro	2019-07-15	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1648	2015	outplant	2015-08-26	above	OtsAC15NSNT_1261	2015	outplant	2015-06-24	above	OtsAC19NSNT_0711	2019	reintro	2019-08-26	pair	outplant	M	M
OtsAC15NSNT_1649	2015	outplant	2015-08-26	above	none	NA	NA	NA	NA	OtsAC19NSNT_0061	2019	reintro	2019-06-15	female_only	outplant	M	M
OtsAC15NSNT_1649	2015	outplant	2015-08-26	above	none	NA	NA	NA	NA	OtsAC19NSNT_0367	2019	reintro	2019-06-30	female_only	outplant	M	M
OtsAC15NSNT_1649	2015	outplant	2015-08-26	above	none	NA	NA	NA	NA	OtsAC20NSNT_1026	2020	reintro	NA	female_only	outplant	M	M
OtsAC15NSNT_1653	2015	outplant	2015-08-31	above	NS_15_OP_AD_406	2015	reintro_above	2015-08-11	above	AC20NSNT_0190	2020	reintro	NA	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1653	2015	outplant	2015-08-31	above	NS_15_OP_AD_555	2015	reintro_above	2015-09-02	above	OtsAC19NSNT_0107	2019	reintro	2019-06-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1660	2015	outplant	2015-08-31	above	OtsAC15NSNT_1185	2015	outplant	2015-06-24	above	OtsAC19NSNT_0048	2019	reintro	2019-05-31	pair	outplant	F	F
OtsAC15NSNT_1661	2015	outplant	2015-08-31	above	OtsAC15NSNT_1722	2015	outplant	2015-09-02	above	OtsAC19NSNT_0288	2019	reintro	2019-06-30	pair	outplant	F	F
OtsAC15NSNT_1661	2015	outplant	2015-08-31	above	OtsAC15NSNT_1722	2015	outplant	2015-09-02	above	OtsAC19NSNT_0024	2019	reintro	2019-05-31	pair	outplant	M	M
OtsAC15NSNT_1661	2015	outplant	2015-08-31	above	OtsAC15NSNT_1722	2015	outplant	2015-09-02	above	OtsAC20NSNT_0469	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1661	2015	outplant	2015-08-31	above	OtsAC15NSNT_1751	2015	outplant	2015-09-07	above	OtsAC19NSNT_0161	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1661	2015	outplant	2015-08-31	above	OtsAC15NSNT_1751	2015	outplant	2015-09-07	above	OtsAC19NSNT_0267	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1661	2015	outplant	2015-08-31	above	OtsAC15NSNT_1751	2015	outplant	2015-09-07	above	OtsAC20NSNT_0549	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1661	2015	outplant	2015-08-31	above	NS_15_OP_AD_359	2015	reintro_above	2015-08-03	above	OtsAC19NSNT_0441	2019	reintro	2019-07-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1662	2015	outplant	2015-08-31	above	NS_15_OP_AD_461	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0440	2019	reintro	2019-06-30	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1662	2015	outplant	2015-08-31	above	NS_15_OP_AD_461	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0631	2019	reintro	2019-07-31	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1662	2015	outplant	2015-08-31	above	NS_15_OP_AD_461	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0669	2019	reintro	2019-07-31	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1662	2015	outplant	2015-08-31	above	NS_15_OP_AD_475	2015	reintro_above	2015-08-26	above	OtsAC20NSNT_0471	2020	reintro	NA	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1663	2015	outplant	2015-08-31	above	NS_15_OP_AD_157	2015	reintro_above	2015-06-23	above	OtsAC19NSNT_0067	2019	reintro	2019-06-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1664	2015	outplant	2015-08-31	above	NS_15_OP_AD_157	2015	reintro_above	2015-06-23	above	AC20NSNT_0346	2020	reintro	NA	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1664	2015	outplant	2015-08-31	above	none	NA	NA	NA	NA	OtsAC19NSNT_0247	2019	reintro	2019-06-30	female_only	outplant	F	F
OtsAC15NSNT_1664	2015	outplant	2015-08-31	above	none	NA	NA	NA	NA	OtsAC19NSNT_0497	2019	reintro	2019-07-15	female_only	outplant	F	F
OtsAC15NSNT_1664	2015	outplant	2015-08-31	above	none	NA	NA	NA	NA	OtsAC20NSNT_0955	2020	reintro	NA	female_only	outplant	F	F
OtsAC15NSNT_1665	2015	outplant	2015-08-31	above	NS_15_OP_AD_466	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0725	2019	reintro	2019-08-26	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1665	2015	outplant	2015-08-31	above	NS_15_OP_AD_491	2015	reintro_above	2015-08-31	above	OtsAC20NSNT_1356	2020	reintro	NA	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1665	2015	outplant	2015-08-31	above	NS_15_OP_AD_526	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0202	2019	reintro	2019-06-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1665	2015	outplant	2015-08-31	above	NS_15_OP_AD_526	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0777	2019	reintro	2019-09-25	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1665	2015	outplant	2015-08-31	above	NS_15_OP_AD_526	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0823	2019	reintro	2019-09-25	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1669	2015	outplant	2015-08-31	above	NS_15_OP_AD_491	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0382	2019	reintro	2019-06-30	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1670	2015	outplant	2015-08-31	above	NS_15_OP_AD_475	2015	reintro_above	2015-08-26	above	OtsAC20NSNT_0612	2020	reintro	NA	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1670	2015	outplant	2015-08-31	above	none	NA	NA	NA	NA	OtsAC18NSNT_0013	2018	reintro	NA	female_only	outplant	M	M
OtsAC15NSNT_1671	2015	outplant	2015-08-31	above	NS_15_OP_AD_466	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0776	2019	reintro	2019-09-25	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1671	2015	outplant	2015-08-31	above	NS_15_OP_AD_466	2015	reintro_above	2015-08-26	above	AC20NSNT_0117	2020	reintro	NA	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1671	2015	outplant	2015-08-31	above	NS_15_OP_AD_491	2015	reintro_above	2015-08-31	above	OtsAC19NSNT_0231	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1675	2015	outplant	2015-08-31	above	none	NA	NA	NA	NA	OtsAC19NSNT_0137	2019	reintro	2019-06-15	female_only	outplant	F	F
OtsAC15NSNT_1675	2015	outplant	2015-08-31	above	none	NA	NA	NA	NA	OtsAC19NSNT_0039	2019	reintro	2019-05-31	female_only	outplant	M	M
OtsAC15NSNT_1675	2015	outplant	2015-08-31	above	none	NA	NA	NA	NA	AC20NSNT_0018	2020	reintro	NA	female_only	outplant	F	F
OtsAC15NSNT_1678	2015	outplant	2015-08-31	above	NS_15_OP_AD_460	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0003	2019	reintro	2019-05-31	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1678	2015	outplant	2015-08-31	above	NS_15_OP_AD_460	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0264	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1681	2015	outplant	2015-08-31	above	OtsAC15NSNT_1746	2015	outplant	2015-09-07	above	OtsAC19NSNT_0142	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1681	2015	outplant	2015-08-31	above	OtsAC15NSNT_1746	2015	outplant	2015-09-07	above	OtsAC19NSNT_0289	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1681	2015	outplant	2015-08-31	above	OtsAC15NSNT_1746	2015	outplant	2015-09-07	above	OtsAC19NSNT_0435	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1681	2015	outplant	2015-08-31	above	OtsAC15NSNT_1995	2015	outplant	2015-09-15	above	OtsAC19NSNT_0266	2019	reintro	2019-06-30	pair	outplant	F	F
OtsAC15NSNT_1681	2015	outplant	2015-08-31	above	OtsAC15NSNT_1995	2015	outplant	2015-09-15	above	OtsAC19NSNT_0214	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC15NSNT_1681	2015	outplant	2015-08-31	above	OtsAC15NSNT_1995	2015	outplant	2015-09-15	above	OtsAC19NSNT_0340	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC15NSNT_1681	2015	outplant	2015-08-31	above	NS_15_OP_AD_613	2015	reintro_above	2015-09-11	above	OtsAC19NSNT_0379	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1684	2015	outplant	2015-08-31	above	NS_15_OP_AD_478	2015	reintro_above	2015-08-26	above	OtsAC19NSNT_0437	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1686	2015	outplant	2015-08-31	above	NS_15_OP_AD_157	2015	reintro_above	2015-06-23	above	OtsAC19NSNT_0302	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1688	2015	outplant	2015-08-31	above	OtsAC15NSNT_1275	2015	outplant	2015-06-24	above	OtsAC20NSNT_0824	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1688	2015	outplant	2015-08-31	above	NS_15_OP_AD_607	2015	reintro_above	2015-09-11	above	OtsAC19NSNT_0284	2019	reintro	2019-06-30	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1688	2015	outplant	2015-08-31	above	none	NA	NA	NA	NA	OtsAC20NSNT_0692	2020	reintro	NA	female_only	outplant	M	M
OtsAC15NSNT_1691	2015	outplant	2015-08-31	above	OtsAC15NSNT_1354	2015	outplant	2015-07-09	above	AC20NSNT_0211	2020	reintro	NA	pair	outplant	F	F
OtsAC15NSNT_1691	2015	outplant	2015-08-31	above	NS_15_OP_AD_272	2015	reintro_above	2015-07-07	above	OtsAC19NSNT_0503	2019	reintro	2019-07-15	pair	outplant/reintro_above	M	M
OtsAC15NSNT_1691	2015	outplant	2015-08-31	above	NS_15_OP_AD_272	2015	reintro_above	2015-07-07	above	OtsAC20NSNT_0558	2020	reintro	NA	pair	outplant/reintro_above	F	F
OtsAC15NSNT_1697	2015	outplant	2015-09-02	above	NS_15_OP_AD_569	2015	reintro_above	2015-09-02	above	OtsAC19NSNT_0602	2019	reintro	2019-07-15	pair	outplant/reintro_above	M	M
