offspring_sample_id	mother	father
OtsAC19NSNT_0775	NS_15_OP_AD_443	NS_15_OP_AD_372
OtsAC19NSNT_0153	NS_15_OP_AD_443	NS_15_OP_AD_494
OtsAC19NSNT_0380	NS_15_OP_AD_446	NS_15_OP_AD_258
OtsAC20NSNT_0680	NS_15_OP_AD_455	NS_15_OP_AD_157
AC20NSNT_0039	NS_15_OP_AD_456	OtsAC15NSNT_1985
OtsAC19NSNT_0132	NS_15_OP_AD_456	NS_15_OP_AD_122
OtsAC19NSNT_0374	NS_15_OP_AD_480	NS_15_OP_AD_285
OtsAC19NSNT_0249	NS_15_OP_AD_493	NS_15_OP_AD_428
OtsAC18NSNT_0204	NS_15_OP_AD_505	OtsAC15NSNT_1861
OtsAC19NSNT_0175	NS_15_OP_AD_505	OtsAC15NSNT_1945
OtsAC19NSNT_0205	NS_15_OP_AD_505	OtsAC15NSNT_1945
OtsAC19NSNT_0293	NS_15_OP_AD_505	OtsAC15NSNT_1945
OtsAC20NSNT_0810	NS_15_OP_AD_505	OtsAC15NSNT_1945
OtsAC18NSNT_0173	NS_15_OP_AD_506	NS_15_OP_AD_581
OtsAC19NSNT_0194	NS_15_OP_AD_506	NS_15_OP_AD_581
OtsAC19NSNT_0448	NS_15_OP_AD_506	NS_15_OP_AD_581
AC20NSNT_0131	NS_15_OP_AD_506	NS_15_OP_AD_581
OtsAC19NSNT_0665	NS_15_OP_AD_516	NS_15_OP_AD_374
OtsAC19NSNT_0143	NS_15_OP_AD_516	NS_15_OP_AD_374
AC20NSNT_0145	NS_15_OP_AD_516	NS_15_OP_AD_374
OtsAC19NSNT_0561	NS_15_OP_AD_516	NS_15_OP_AD_536
OtsAC19NSNT_0219	NS_15_OP_AD_516	NS_15_OP_AD_571
OtsAC19NSNT_0568	NS_15_OP_AD_516	NS_15_OP_AD_581
OtsAC19NSNT_0113	NS_15_OP_AD_516	NS_15_OP_AD_581
OtsAC19NSNT_0299	NS_15_OP_AD_516	NS_15_OP_AD_581
AC20NSNT_0235	NS_15_OP_AD_516	NS_15_OP_AD_581
OtsAC19NSNT_0328	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC19NSNT_0331	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC19NSNT_0411	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC19NSNT_0436	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC19NSNT_0491	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC19NSNT_0543	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC19NSNT_0586	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC19NSNT_0633	NS_15_OP_AD_525	NS_15_OP_AD_287
AC20NSNT_0002	NS_15_OP_AD_525	NS_15_OP_AD_287
AC20NSNT_0192	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_0386	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_0484	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_0587	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_0825	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_0910	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_1093	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_1330	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_1350	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC20NSNT_1502	NS_15_OP_AD_525	NS_15_OP_AD_287
OtsAC19NSNT_0271	NS_15_OP_AD_528	NS_15_OP_AD_614
OtsAC20NSNT_0383	NS_15_OP_AD_530	NS_15_OP_AD_462
OtsAC19NSNT_0300	NS_15_OP_AD_532	NS_15_OP_AD_567
OtsAC19NSNT_0218	NS_15_OP_AD_532	NS_15_OP_AD_567
OtsAC19NSNT_0601	NS_15_OP_AD_533	NS_15_OP_AD_307
OtsAC19NSNT_0180	NS_15_OP_AD_533	NS_15_OP_AD_307
OtsAC19NSNT_0622	NS_15_OP_AD_533	NS_15_OP_AD_307
OtsAC19NSNT_0363	NS_15_OP_AD_533	NS_15_OP_AD_346
OtsAC19NSNT_0585	NS_15_OP_AD_533	NS_15_OP_AD_346
OtsAC19NSNT_0657	NS_15_OP_AD_533	NS_15_OP_AD_346
OtsAC19NSNT_0065	NS_15_OP_AD_546	NS_15_OP_AD_581
AC20NSNT_0057	NS_15_OP_AD_546	NS_15_OP_AD_581
OtsAC19NSNT_0317	NS_15_OP_AD_554	NS_15_OP_AD_522
OtsAC19NSNT_0463	NS_15_OP_AD_563	NS_15_OP_AD_461
OtsAC19NSNT_0133	NS_15_OP_AD_563	NS_15_OP_AD_550
OtsAC19NSNT_0242	NS_15_OP_AD_576	NS_15_OP_AD_366
OtsAC19NSNT_0057	NS_15_OP_AD_576	NS_15_OP_AD_598
OtsAC19NSNT_0237	NS_15_OP_AD_576	NS_15_OP_AD_613
OtsAC19NSNT_0268	NS_15_OP_AD_576	NS_15_OP_AD_613
OtsAC20NSNT_0532	NS_15_OP_AD_580	NS_15_OP_AD_287
OtsAC20NSNT_0595	NS_15_OP_AD_580	NS_15_OP_AD_287
OtsAC20NSNT_1284	NS_15_OP_AD_580	NS_15_OP_AD_287
OtsAC20NSNT_0550	NS_15_OP_AD_580	NS_15_OP_AD_466
OtsAC19NSNT_0127	NS_15_OP_AD_600	OtsAC15NSNT_1746
AC20NSNT_0054	NS_15_OP_AD_600	OtsAC15NSNT_1746
OtsAC19NSNT_0451	NS_15_OP_AD_600	NS_15_OP_AD_608
OtsAC19NSNT_0389	NS_15_OP_AD_603	OtsAC15NSNT_1732
OtsAC19NSNT_0659	NS_15_OP_AD_603	OtsAC15NSNT_1732
OtsAC19NSNT_0773	NS_15_OP_AD_603	OtsAC15NSNT_1732
AC20NSNT_0048	NS_15_OP_AD_603	OtsAC15NSNT_1732
OtsAC19NSNT_0361	NS_15_OP_AD_616	OtsAC15NSNT_1751
OtsAC19NSNT_0337	NS_15_OP_AD_616	OtsAC15NSNT_1751
OtsAC19NSNT_0099	NS_15_OP_AD_616	OtsAC15NSNT_1961
OtsAC20NSNT_0579	NS_15_OP_AD_616	OtsAC15NSNT_1961
OtsAC19NSNT_0183	NS_15_OP_AD_616	OtsAC15NSNT_1964
OtsAC19NSNT_0136	NS_15_OP_AD_616	NS_15_OP_AD_544
OtsAC19NSNT_0680	NS_15_OP_BD_002	NS_15_OP_BD_318
OtsAC18NSNT_0205	NS_15_OP_BD_018	NS_15_OP_BD_064
OtsAC19NSNT_0224	NS_15_OP_BD_018	NS_15_OP_BD_064
OtsAC18NSNT_0208	NS_15_OP_BD_018	NS_15_OP_BD_143
OtsAC18NSNT_0227	NS_15_OP_BD_018	NS_15_OP_BD_143
OtsAC19NSNT_0778	NS_15_OP_BD_021	NS_15_OP_BD_031
OtsAC19NSNT_0233	NS_15_OP_BD_021	NS_15_OP_BD_085
OtsAC18NSNT_0064	NS_15_OP_BD_024	NS_15_OP_BD_041
OtsAC19NSNT_0060	NS_15_OP_BD_024	NS_15_OP_BD_041
OtsAC19NSNT_0553	NS_15_OP_BD_024	NS_15_OP_BD_063
OtsAC19NSNT_0404	NS_15_OP_BD_028	NS_15_OP_BD_135
OtsAC19NSNT_0766	NS_15_OP_BD_038	NS_15_C_BD_071
OtsAC19NSNT_0627	NS_15_OP_BD_059	NS_15_OP_BD_320
OtsAC19NSNT_0748	NS_15_OP_BD_059	NS_15_OP_BD_320
OtsAC20NSNT_1079	NS_15_OP_BD_059	NS_15_OP_BD_320
OtsAC18NSNT_0226	NS_15_OP_BD_075	NS_15_OP_BD_314
OtsAC19NSNT_0145	NS_15_OP_BD_077	NS_15_OP_BD_055
OtsAC19NSNT_0074	NS_15_OP_BD_077	NS_15_OP_BD_055
OtsAC18NSNT_0002	NS_15_OP_BD_079	NS_15_OP_BD_063
OtsAC18NSNT_0122	NS_15_OP_BD_079	NS_15_OP_BD_143
OtsAC19NSNT_0325	NS_15_OP_BD_079	NS_15_OP_BD_143
OtsAC19NSNT_0092	NS_15_OP_BD_079	NS_15_OP_BD_143
OtsAC19NSNT_0098	NS_15_OP_BD_131	NS_15_OP_BD_136
OtsAC19NSNT_0017	NS_15_OP_BD_133	NS_15_OP_BD_138
OtsAC18NSNT_0167	NS_15_OP_BD_133	NS_15_OP_BD_143
OtsAC18NSNT_0221	NS_15_OP_BD_133	NS_15_OP_BD_143
OtsAC18NSNT_0097	NS_15_OP_BD_144	NS_15_OP_BD_085
OtsAC19NSNT_0244	NS_15_OP_BD_144	NS_15_OP_BD_085
OtsAC19NSNT_0629	NS_15_OP_BD_144	NS_15_OP_BD_085
OtsAC19NSNT_0795	NS_15_OP_BD_144	NS_15_OP_BD_085
OtsAC19NSNT_0227	NS_15_OP_BD_144	NS_15_OP_BD_085
OtsAC19NSNT_0105	NS_15_OP_BD_146	NS_15_OP_BD_041
OtsAC18NSNT_0247	NS_15_OP_BD_151	NS_15_OP_BD_063
OtsAC19NSNT_0366	NS_15_OP_BD_151	NS_15_OP_BD_063
OtsAC19NSNT_0549	NS_15_OP_BD_654	NS_15_OP_BD_078
OtsAC19NSNT_0063	NS_15_OP_BD_654	NS_15_OP_BD_078
OtsAC19NSNT_0576	NS_15_OP_BD_654	NS_15_OP_BD_091
OtsAC18NSNT_0150	NS_15_OP_BD_654	NS_15_OP_BD_093
OtsAC18NSNT_0196	NS_15_OP_BD_654	NS_15_OP_BD_093
OtsAC19NSNT_0772	NS_15_OP_BD_654	NS_15_OP_BD_093
OtsAC19NSNT_0310	NS_15_OP_BD_654	NS_15_OP_BD_093
OtsAC20NSNT_0657	OtsAC16NSNT_1073	OtsAC16NSNT_1122
OtsAC20NSNT_0711	OtsAC16NSNT_1073	OtsAC16NSNT_1122
OtsAC20NSNT_0968	OtsAC16NSNT_1073	OtsAC16NSNT_1122
OtsAC20NSNT_0997	OtsAC16NSNT_1073	OtsAC16NSNT_1122
OtsAC20NSNT_1455	OtsAC16NSNT_1073	OtsAC16NSNT_1122
AC20NSNT_0275	OtsAC16NSNT_1073	OtsAC16NSNT_1287
OtsAC20NSNT_1421	OtsAC16NSNT_1073	OtsAC16NSNT_1287
AC20NSNT_0120	OtsAC16NSNT_1073	OtsAC16NSNT_2377
OtsAC20NSNT_1049	OtsAC16NSNT_1073	OtsAC16NSNT_2377
OtsAC20NSNT_1532	OtsAC16NSNT_1073	OtsAC16NSNT_2377
OtsAC20NSNT_0608	OtsAC16NSNT_1078	OtsAC16NSNT_1112
OtsAC20NSNT_1008	OtsAC16NSNT_1078	OtsAC16NSNT_1112
OtsAC20NSNT_1513	OtsAC16NSNT_1078	OtsAC16NSNT_1112
OtsAC20NSNT_1613	OtsAC16NSNT_1078	OtsAC16NSNT_1112
OtsAC20NSNT_0880	OtsAC16NSNT_1081	OtsAC16NSNT_1075
OtsAC20NSNT_0676	OtsAC16NSNT_1083	OtsAC16NSNT_1124
OtsAC20NSNT_0826	OtsAC16NSNT_1083	OtsAC16NSNT_1124
OtsAC20NSNT_1499	OtsAC16NSNT_1083	OtsAC16NSNT_1124
AC20NSNT_0160	OtsAC16NSNT_1083	OtsAC16NSNT_2154
OtsAC20NSNT_0787	OtsAC16NSNT_1083	OtsAC16NSNT_2154
OtsAC20NSNT_0793	OtsAC16NSNT_1088	OtsAC16NSNT_1711
OtsAC20NSNT_1381	OtsAC16NSNT_1088	OtsAC16NSNT_1711
OtsAC20NSNT_0961	OtsAC16NSNT_1088	OtsAC16NSNT_2127
OtsAC20NSNT_1071	OtsAC16NSNT_1088	OtsAC16NSNT_2127
OtsAC20NSNT_1321	OtsAC16NSNT_1088	OtsAC16NSNT_2127
OtsAC20NSNT_0898	OtsAC16NSNT_1091	OtsAC16NSNT_1077
OtsAC20NSNT_0401	OtsAC16NSNT_1091	OtsAC16NSNT_2120
OtsAC20NSNT_1129	OtsAC16NSNT_1094	OtsAC16NSNT_1928
OtsAC20NSNT_1519	OtsAC16NSNT_1094	OtsAC16NSNT_2133
OtsAC20NSNT_0651	OtsAC16NSNT_1101	OtsAC16NSNT_1116
OtsAC20NSNT_1463	OtsAC16NSNT_1101	OtsAC16NSNT_1116
OtsAC20NSNT_1469	OtsAC16NSNT_1101	OtsAC16NSNT_1116
OtsAC20NSNT_0836	OtsAC16NSNT_1110	OtsAC16NSNT_1109
AC20NSNT_0330	OtsAC16NSNT_1110	OtsAC16NSNT_1956
OtsAC20NSNT_1458	OtsAC16NSNT_1110	OtsAC16NSNT_2007
OtsAC20NSNT_1514	OtsAC16NSNT_1125	OtsAC16NSNT_2598
AC20NSNT_0097	OtsAC16NSNT_1127	OtsAC16NSNT_2231
OtsAC20NSNT_0969	OtsAC16NSNT_1127	OtsAC16NSNT_2231
OtsAC20NSNT_1099	OtsAC16NSNT_1127	OtsAC16NSNT_2231
OtsAC20NSNT_0829	OtsAC16NSNT_1266	OtsAC16NSNT_2267
OtsAC19NSNT_0506	OtsAC16NSNT_1267	OtsAC16NSNT_2099
AC20NSNT_0186	OtsAC16NSNT_1270	OtsAC16NSNT_2161
AC20NSNT_0193	OtsAC16NSNT_1270	OtsAC16NSNT_2161
OtsAC20NSNT_1459	OtsAC16NSNT_1273	OtsAC16NSNT_1860
OtsAC20NSNT_1603	OtsAC16NSNT_1273	OtsAC16NSNT_2263
AC20NSNT_0124	OtsAC16NSNT_1274	OtsAC16NSNT_1130
OtsAC20NSNT_0552	OtsAC16NSNT_1274	OtsAC16NSNT_1860
OtsAC20NSNT_1062	OtsAC16NSNT_1274	OtsAC16NSNT_2246
OtsAC20NSNT_0927	OtsAC16NSNT_1279	OtsAC16NSNT_1368
OtsAC20NSNT_0661	OtsAC16NSNT_1279	OtsAC16NSNT_2140
OtsAC19NSNT_0698	OtsAC16NSNT_1281	OtsAC16NSNT_2070
AC20NSNT_0280	OtsAC16NSNT_1281	OtsAC16NSNT_2070
OtsAC20NSNT_0960	OtsAC16NSNT_1281	OtsAC16NSNT_2070
OtsAC20NSNT_0823	OtsAC16NSNT_1282	OtsAC16NSNT_1111
OtsAC20NSNT_0625	OtsAC16NSNT_1282	OtsAC16NSNT_1358
OtsAC20NSNT_0481	OtsAC16NSNT_1284	OtsAC16NSNT_2194
AC20NSNT_0118	OtsAC16NSNT_1285	OtsAC16NSNT_1308
AC20NSNT_0078	OtsAC16NSNT_1286	OtsAC16NSNT_1353
AC20NSNT_0168	OtsAC16NSNT_1286	OtsAC16NSNT_1353
AC20NSNT_0256	OtsAC16NSNT_1286	OtsAC16NSNT_1353
AC20NSNT_0274	OtsAC16NSNT_1286	OtsAC16NSNT_1353
OtsAC20NSNT_0575	OtsAC16NSNT_1286	OtsAC16NSNT_1353
AC20NSNT_0133	OtsAC16NSNT_1294	OtsAC16NSNT_1098
OtsAC20NSNT_0564	OtsAC16NSNT_1294	OtsAC16NSNT_2059
AC20NSNT_0353	OtsAC16NSNT_1294	OtsAC16NSNT_2194
OtsAC20NSNT_0515	OtsAC16NSNT_1294	OtsAC16NSNT_2194
OtsAC20NSNT_0723	OtsAC16NSNT_1297	OtsAC16NSNT_2050
OtsAC20NSNT_0918	OtsAC16NSNT_1297	OtsAC16NSNT_2050
OtsAC20NSNT_0920	OtsAC16NSNT_1297	OtsAC16NSNT_2050
OtsAC20NSNT_1149	OtsAC16NSNT_1297	OtsAC16NSNT_2050
AC20NSNT_0021	OtsAC16NSNT_1297	OtsAC16NSNT_2074
OtsAC20NSNT_1433	OtsAC16NSNT_1297	OtsAC16NSNT_2225
OtsAC20NSNT_0449	OtsAC16NSNT_1299	OtsAC16NSNT_1071
OtsAC20NSNT_0647	OtsAC16NSNT_1299	OtsAC16NSNT_1071
OtsAC20NSNT_0975	OtsAC16NSNT_1299	OtsAC16NSNT_1071
OtsAC20NSNT_1506	OtsAC16NSNT_1302	OtsAC16NSNT_2150
OtsAC20NSNT_0758	OtsAC16NSNT_1309	OtsAC16NSNT_2041
OtsAC20NSNT_0862	OtsAC16NSNT_1309	OtsAC16NSNT_2041
AC20NSNT_0079	OtsAC16NSNT_1311	OtsAC16NSNT_1272
OtsAC20NSNT_0637	OtsAC16NSNT_1311	OtsAC16NSNT_2105
OtsAC20NSNT_0520	OtsAC16NSNT_1314	OtsAC16NSNT_1785
OtsAC20NSNT_0785	OtsAC16NSNT_1314	OtsAC16NSNT_1785
OtsAC20NSNT_1170	OtsAC16NSNT_1314	OtsAC16NSNT_1785
OtsAC20NSNT_0694	OtsAC16NSNT_1316	OtsAC16NSNT_1306
OtsAC20NSNT_0754	OtsAC16NSNT_1316	OtsAC16NSNT_1306
AC20NSNT_0126	OtsAC16NSNT_1316	OtsAC16NSNT_2104
OtsAC20NSNT_0877	OtsAC16NSNT_1316	OtsAC16NSNT_2104
OtsAC20NSNT_0817	OtsAC16NSNT_1317	OtsAC16NSNT_1306
OtsAC20NSNT_0986	OtsAC16NSNT_1321	OtsAC16NSNT_2122
OtsAC20NSNT_1408	OtsAC16NSNT_1321	OtsAC16NSNT_2122
OtsAC19NSNT_0676	OtsAC16NSNT_1321	OtsAC16NSNT_2168
OtsAC19NSNT_0655	OtsAC16NSNT_1335	OtsAC16NSNT_1359
OtsAC20NSNT_0512	OtsAC16NSNT_1335	OtsAC16NSNT_1359
OtsAC20NSNT_1112	OtsAC16NSNT_1347	OtsAC16NSNT_1107
OtsAC20NSNT_1194	OtsAC16NSNT_1347	OtsAC16NSNT_1107
AC20NSNT_0362	OtsAC16NSNT_1347	OtsAC16NSNT_1816
OtsAC20NSNT_0725	OtsAC16NSNT_1347	OtsAC16NSNT_1816
OtsAC20NSNT_0616	OtsAC16NSNT_1347	OtsAC16NSNT_2100
AC20NSNT_0032	OtsAC16NSNT_1356	OtsAC16NSNT_2267
AC20NSNT_0119	OtsAC16NSNT_1356	OtsAC16NSNT_2267
OtsAC20NSNT_0843	OtsAC16NSNT_1356	OtsAC16NSNT_2267
AC20NSNT_0361	OtsAC16NSNT_1360	OtsAC16NSNT_1310
AC20NSNT_0372	OtsAC16NSNT_1362	OtsAC16NSNT_2055
OtsAC20NSNT_1542	OtsAC16NSNT_1362	OtsAC16NSNT_2122
OtsAC20NSNT_1306	OtsAC16NSNT_1363	OtsAC16NSNT_1111
OtsAC20NSNT_0621	OtsAC16NSNT_1366	OtsAC16NSNT_2122
OtsAC20NSNT_0856	OtsAC16NSNT_1366	OtsAC16NSNT_2152
OtsAC20NSNT_1340	OtsAC16NSNT_1366	OtsAC16NSNT_2152
OtsAC20NSNT_1589	OtsAC16NSNT_1366	OtsAC16NSNT_2152
OtsAC20NSNT_1471	OtsAC16NSNT_1082	OtsAC16NSNT_2223
OtsAC20NSNT_1089	OtsAC16NSNT_1367	OtsAC16NSNT_1743
OtsAC20NSNT_0717	OtsAC16NSNT_1370	OtsAC16NSNT_1312
OtsAC20NSNT_1621	OtsAC16NSNT_1370	OtsAC16NSNT_2168
AC20NSNT_0153	OtsAC16NSNT_1377	OtsAC16NSNT_1312
OtsAC20NSNT_1620	OtsAC16NSNT_1706	OtsAC16NSNT_1988
OtsAC20NSNT_0714	OtsAC16NSNT_1706	OtsAC16NSNT_2508
OtsAC20NSNT_0866	OtsAC16NSNT_1706	OtsAC16NSNT_2508
OtsAC20NSNT_1182	OtsAC16NSNT_1707	OtsAC16NSNT_1879
OtsAC20NSNT_1413	OtsAC16NSNT_1707	OtsAC16NSNT_1879
OtsAC20NSNT_1549	OtsAC16NSNT_1707	OtsAC16NSNT_1879
OtsAC20NSNT_0775	OtsAC16NSNT_1707	OtsAC16NSNT_2789
OtsAC20NSNT_0400	OtsAC16NSNT_1716	OtsAC16NSNT_1368
OtsAC20NSNT_0434	OtsAC16NSNT_1716	OtsAC16NSNT_1368
OtsAC20NSNT_1497	OtsAC16NSNT_1716	OtsAC16NSNT_1368
OtsAC20NSNT_1534	OtsAC16NSNT_1716	OtsAC16NSNT_1368
OtsAC20NSNT_0656	OtsAC16NSNT_1716	OtsAC16NSNT_2150
OtsAC20NSNT_0807	OtsAC16NSNT_1716	OtsAC16NSNT_2150
AC20NSNT_0180	OtsAC16NSNT_1718	OtsAC16NSNT_1819
OtsAC20NSNT_0388	OtsAC16NSNT_1718	OtsAC16NSNT_1819
OtsAC20NSNT_0792	OtsAC16NSNT_1718	OtsAC16NSNT_1819
AC20NSNT_0177	OtsAC16NSNT_1718	OtsAC16NSNT_1825
OtsAC20NSNT_0413	OtsAC16NSNT_1718	OtsAC16NSNT_1825
OtsAC20NSNT_1291	OtsAC16NSNT_1718	OtsAC16NSNT_1825
OtsAC20NSNT_0445	OtsAC16NSNT_1719	OtsAC16NSNT_1858
OtsAC20NSNT_1601	OtsAC16NSNT_1719	OtsAC16NSNT_1858
OtsAC20NSNT_0508	OtsAC16NSNT_1720	OtsAC16NSNT_1795
OtsAC20NSNT_0415	OtsAC16NSNT_1724	OtsAC16NSNT_1785
OtsAC20NSNT_1177	OtsAC16NSNT_1724	OtsAC16NSNT_2229
AC20NSNT_0138	OtsAC16NSNT_1727	OtsAC16NSNT_1991
AC20NSNT_0148	OtsAC16NSNT_1727	OtsAC16NSNT_1991
AC20NSNT_0306	OtsAC16NSNT_1727	OtsAC16NSNT_1991
AC20NSNT_0373	OtsAC16NSNT_1727	OtsAC16NSNT_1991
OtsAC20NSNT_0659	OtsAC16NSNT_1727	OtsAC16NSNT_1991
OtsAC20NSNT_1059	OtsAC16NSNT_1734	OtsAC16NSNT_2168
OtsAC20NSNT_1546	OtsAC16NSNT_1737	OtsAC16NSNT_1748
OtsAC20NSNT_1387	OtsAC16NSNT_1742	OtsAC16NSNT_2022
OtsAC20NSNT_1558	OtsAC16NSNT_1742	OtsAC16NSNT_2022
OtsAC20NSNT_1224	OtsAC16NSNT_1752	OtsAC16NSNT_1818
OtsAC20NSNT_1360	OtsAC16NSNT_1752	OtsAC16NSNT_1818
OtsAC20NSNT_1619	OtsAC16NSNT_1752	OtsAC16NSNT_1818
OtsAC20NSNT_0618	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_0763	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_0788	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_0795	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_0950	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_0965	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_1317	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_1337	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_1440	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_1482	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_1489	OtsAC16NSNT_1754	OtsAC16NSNT_1851
OtsAC20NSNT_1020	OtsAC16NSNT_1754	OtsAC16NSNT_1948
OtsAC20NSNT_0943	OtsAC16NSNT_1760	OtsAC16NSNT_2106
OtsAC20NSNT_0672	OtsAC16NSNT_1769	OtsAC16NSNT_1818
OtsAC20NSNT_0679	OtsAC16NSNT_1769	OtsAC16NSNT_1818
OtsAC20NSNT_1029	OtsAC16NSNT_1769	OtsAC16NSNT_1818
OtsAC20NSNT_1515	OtsAC16NSNT_1774	OtsAC16NSNT_1898
AC20NSNT_0034	OtsAC16NSNT_1777	OtsAC16NSNT_2083
OtsAC20NSNT_0617	OtsAC16NSNT_1777	OtsAC16NSNT_2083
OtsAC20NSNT_0948	OtsAC16NSNT_1777	OtsAC16NSNT_2083
OtsAC20NSNT_1215	OtsAC16NSNT_1777	OtsAC16NSNT_2083
OtsAC20NSNT_1452	OtsAC16NSNT_1777	OtsAC16NSNT_2083
OtsAC20NSNT_1586	OtsAC16NSNT_1777	OtsAC16NSNT_2083
OtsAC20NSNT_1243	OtsAC16NSNT_1781	OtsAC16NSNT_1085
AC20NSNT_0359	OtsAC16NSNT_1781	OtsAC16NSNT_1844
OtsAC20NSNT_1247	OtsAC16NSNT_1781	OtsAC16NSNT_1075
AC20NSNT_0056	OtsAC16NSNT_1782	OtsAC16NSNT_1806
OtsAC20NSNT_0844	OtsAC16NSNT_1782	OtsAC16NSNT_1806
OtsAC20NSNT_1397	OtsAC16NSNT_1782	OtsAC16NSNT_1806
OtsAC20NSNT_0433	OtsAC16NSNT_1786	OtsAC16NSNT_1819
OtsAC20NSNT_1414	OtsAC16NSNT_1786	OtsAC16NSNT_1819
OtsAC19NSNT_0755	OtsAC16NSNT_1786	OtsAC16NSNT_2037
OtsAC20NSNT_0908	OtsAC16NSNT_1788	OtsAC16NSNT_1816
OtsAC20NSNT_1478	OtsAC16NSNT_1793	OtsAC16NSNT_2009
OtsAC20NSNT_0673	OtsAC16NSNT_1797	OtsAC16NSNT_1122
OtsAC20NSNT_0903	OtsAC16NSNT_1797	OtsAC16NSNT_1122
OtsAC20NSNT_1211	OtsAC16NSNT_1797	OtsAC16NSNT_1122
OtsAC20NSNT_1294	OtsAC16NSNT_1797	OtsAC16NSNT_1122
OtsAC20NSNT_1367	OtsAC16NSNT_1797	OtsAC16NSNT_1122
AC20NSNT_0368	OtsAC16NSNT_1802	OtsAC16NSNT_1873
OtsAC20NSNT_0566	OtsAC16NSNT_1802	OtsAC16NSNT_1873
OtsAC20NSNT_1192	OtsAC16NSNT_1802	OtsAC16NSNT_1873
AC20NSNT_0213	OtsAC16NSNT_1805	OtsAC16NSNT_2122
OtsAC20NSNT_0774	OtsAC16NSNT_1805	OtsAC16NSNT_2122
OtsAC20NSNT_1105	OtsAC16NSNT_1805	OtsAC16NSNT_2122
OtsAC20NSNT_1214	OtsAC16NSNT_1805	OtsAC16NSNT_2133
OtsAC20NSNT_1295	OtsAC16NSNT_1805	OtsAC16NSNT_2133
OtsAC20NSNT_1409	OtsAC16NSNT_1805	OtsAC16NSNT_2133
OtsAC20NSNT_1501	OtsAC16NSNT_1805	OtsAC16NSNT_2133
AC20NSNT_0016	OtsAC16NSNT_1807	OtsAC16NSNT_1951
OtsAC20NSNT_1066	OtsAC16NSNT_1809	OtsAC16NSNT_1111
OtsAC20NSNT_0749	OtsAC16NSNT_1810	OtsAC16NSNT_1097
AC20NSNT_0195	OtsAC16NSNT_1812	OtsAC16NSNT_1770
OtsAC20NSNT_0465	OtsAC16NSNT_1812	OtsAC16NSNT_1770
OtsAC20NSNT_0573	OtsAC16NSNT_1812	OtsAC16NSNT_1770
OtsAC20NSNT_1012	OtsAC16NSNT_1812	OtsAC16NSNT_1770
OtsAC20NSNT_1378	OtsAC16NSNT_1812	OtsAC16NSNT_2423
AC20NSNT_0111	OtsAC16NSNT_1817	OtsAC16NSNT_1973
OtsAC20NSNT_1568	OtsAC16NSNT_1817	OtsAC16NSNT_1973
OtsAC20NSNT_1315	OtsAC16NSNT_1821	OtsAC16NSNT_1071
OtsAC20NSNT_1267	OtsAC16NSNT_1821	OtsAC16NSNT_1339
OtsAC20NSNT_0642	OtsAC16NSNT_1828	OtsAC16NSNT_1825
OtsAC20NSNT_0629	OtsAC16NSNT_1832	OtsAC16NSNT_1948
OtsAC20NSNT_0761	OtsAC16NSNT_1832	OtsAC16NSNT_1948
OtsAC20NSNT_1143	OtsAC16NSNT_1832	OtsAC16NSNT_1948
OtsAC20NSNT_1132	OtsAC16NSNT_1832	OtsAC16NSNT_2013
OtsAC20NSNT_1605	OtsAC16NSNT_1833	OtsAC16NSNT_1923
OtsAC20NSNT_0940	OtsAC16NSNT_1833	OtsAC16NSNT_2023
AC20NSNT_0065	OtsAC16NSNT_1837	OtsAC16NSNT_1818
