date	geno_sex	origin	location	length	comments	year	type	sample_id	above_below
2013-07-29	F	HOR	hoover	75	NA	2013	outplant	NS-OP_13_0603	above
2013-07-29	F	HOR	hoover	70	NA	2013	outplant	NS-OP_13_0605	above
2013-07-29	F	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0607	above
2013-07-29	F	HOR	hoover	82	NA	2013	outplant	NS-OP_13_0608	above
2013-07-29	F	HOR	hoover	77	NA	2013	outplant	NS-OP_13_0611	above
2013-07-29	F	HOR	hoover	87	NA	2013	outplant	NS-OP_13_0612	above
2013-07-29	F	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0614	above
2013-07-29	F	HOR	hoover	80	NA	2013	outplant	NS-OP_13_0616	above
2013-07-29	F	HOR	hoover	84	NA	2013	outplant	NS-OP_13_0617	above
2013-07-29	F	HOR	hoover	74	NA	2013	outplant	NS-OP_13_0619	above
2013-07-29	F	HOR	hoover	84	NA	2013	outplant	NS-OP_13_0621	above
2013-07-29	F	HOR	hoover	88	NA	2013	outplant	NS-OP_13_0624	above
2013-07-29	F	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0626	above
2013-07-29	F	HOR	hoover	83	NA	2013	outplant	NS-OP_13_0629	above
2013-07-29	F	HOR	hoover	82	NA	2013	outplant	NS-OP_13_0630	above
2013-07-29	F	HOR	hoover	79	NA	2013	outplant	NS-OP_13_0631	above
2013-07-29	F	HOR	hoover	87	NA	2013	outplant	NS-OP_13_0634	above
2013-07-29	F	HOR	hoover	85	NA	2013	outplant	NS-OP_13_0638	above
2013-07-29	F	HOR	hoover	81	NA	2013	outplant	NS-OP_13_0639	above
2013-07-29	F	HOR	hoover	81	NA	2013	outplant	NS-OP_13_0640	above
2013-07-29	F	HOR	hoover	77	NA	2013	outplant	NS-OP_13_0652	above
2013-07-29	F	HOR	hoover	80	NA	2013	outplant	NS-OP_13_0653	above
2013-07-29	F	HOR	hoover	82	NA	2013	outplant	NS-OP_13_0654	above
2013-07-29	F	HOR	hoover	86	NA	2013	outplant	NS-OP_13_0655	above
2013-07-29	F	HOR	hoover	62	NA	2013	outplant	NS-OP_13_0656	above
2013-07-29	F	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0660	above
2013-07-29	F	HOR	kanes	86	NA	2013	outplant	NS-OP_13_0663	above
2013-07-29	F	HOR	kanes	80	NA	2013	outplant	NS-OP_13_0665	above
2013-07-29	F	HOR	kanes	75	NA	2013	outplant	NS-OP_13_0666	above
2013-07-29	F	HOR	kanes	72	NA	2013	outplant	NS-OP_13_0669	above
2013-07-29	F	HOR	kanes	79	NA	2013	outplant	NS-OP_13_0674	above
2013-07-29	F	HOR	kanes	71	NA	2013	outplant	NS-OP_13_0680	above
2013-07-29	F	HOR	kanes	84	NA	2013	outplant	NS-OP_13_0682	above
2013-07-29	F	HOR	kanes	84	NA	2013	outplant	NS-OP_13_0684	above
2013-07-29	F	HOR	kanes	84	NA	2013	outplant	NS-OP_13_0688	above
2013-07-29	F	HOR	kanes	80	NA	2013	outplant	NS-OP_13_0693	above
2013-07-29	F	HOR	kanes	80	NA	2013	outplant	NS-OP_13_0699	above
2013-08-01	F	HOR	kanes	69	NA	2013	outplant	NS-OP_13_0704	above
2013-08-01	F	HOR	kanes	83	NA	2013	outplant	NS-OP_13_0706	above
2013-08-01	F	HOR	kanes	77	NA	2013	outplant	NS-OP_13_0713	above
2013-08-01	F	HOR	kanes	79	NA	2013	outplant	NS-OP_13_0714	above
2013-08-01	F	HOR	kanes	77	NA	2013	outplant	NS-OP_13_0716	above
2013-08-01	F	HOR	kanes	75	NA	2013	outplant	NS-OP_13_0718	above
2013-08-01	F	HOR	kanes	73	NA	2013	outplant	NS-OP_13_0720	above
2013-08-01	F	HOR	kanes	72	NA	2013	outplant	NS-OP_13_0723	above
2013-08-01	F	HOR	kanes	87	NA	2013	outplant	NS-OP_13_0724	above
2013-08-01	F	HOR	kanes	73	NA	2013	outplant	NS-OP_13_0728	above
2013-08-01	F	HOR	kanes	74	NA	2013	outplant	NS-OP_13_0729	above
2013-08-01	F	HOR	kanes	82	NA	2013	outplant	NS-OP_13_0730	above
2013-08-01	F	HOR	kanes	89	NA	2013	outplant	NS-OP_13_0731	above
2013-08-01	F	HOR	kanes	81	NA	2013	outplant	NS-OP_13_0732	above
2013-08-01	F	HOR	kanes	84	NA	2013	outplant	NS-OP_13_0739	above
2013-08-01	F	HOR	kanes	86	NA	2013	outplant	NS-OP_13_0744	above
2013-08-01	F	HOR	kanes	76	NA	2013	outplant	NS-OP_13_0749	above
2013-08-01	F	HOR	kanes	73	NA	2013	outplant	NS-OP_13_0750	above
2013-08-01	F	HOR	kanes	77	NA	2013	outplant	NS-OP_13_0754	above
2013-08-07	F	HOR	hoover	86	NA	2013	outplant	NS-OP_13_0759	above
2013-08-07	F	HOR	hoover	83	NA	2013	outplant	NS-OP_13_0760	above
2013-08-07	F	HOR	hoover	88	NA	2013	outplant	NS-OP_13_0761	above
2013-08-07	F	HOR	hoover	79	NA	2013	outplant	NS-OP_13_0762	above
2013-08-07	F	HOR	hoover	84	NA	2013	outplant	NS-OP_13_0763	above
2013-08-07	F	HOR	hoover	77	NA	2013	outplant	NS-OP_13_0764	above
2013-08-07	F	HOR	hoover	86	NA	2013	outplant	NS-OP_13_0766	above
2013-08-07	F	HOR	hoover	80	NA	2013	outplant	NS-OP_13_0768	above
2013-08-07	F	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0769	above
2013-08-07	F	HOR	hoover	85	NA	2013	outplant	NS-OP_13_0770	above
2013-08-07	F	HOR	hoover	77	NA	2013	outplant	NS-OP_13_0774	above
2013-08-07	F	HOR	hoover	72	NA	2013	outplant	NS-OP_13_0775	above
2013-08-07	F	HOR	hoover	76	NA	2013	outplant	NS-OP_13_0785	above
2013-08-07	F	HOR	hoover	75	NA	2013	outplant	NS-OP_13_0798	above
2013-08-07	F	HOR	hoover	86	NA	2013	outplant	NS-OP_13_0800	above
2013-08-07	F	HOR	hoover	80	NA	2013	outplant	NS-OP_13_0803	above
2013-08-07	F	HOR	hoover	74	NA	2013	outplant	NS-OP_13_0805	above
2013-08-07	F	HOR	hoover	83	NA	2013	outplant	NS-OP_13_0807	above
2013-08-07	F	HOR	hoover	73	NA	2013	outplant	NS-OP_13_0808	above
2013-08-13	F	HOR	hoover	64	NA	2013	outplant	NS-OP_13_0811	above
2013-08-13	F	HOR	hoover	83	NA	2013	outplant	NS-OP_13_0813	above
2013-08-13	F	HOR	hoover	73	NA	2013	outplant	NS-OP_13_0814	above
2013-08-13	F	HOR	hoover	72	NA	2013	outplant	NS-OP_13_0815	above
2013-08-13	F	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0816	above
2013-08-13	F	HOR	hoover	83	NA	2013	outplant	NS-OP_13_0818	above
2013-08-13	F	HOR	hoover	76	NA	2013	outplant	NS-OP_13_0821	above
2013-08-13	F	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0826	above
2013-08-13	F	HOR	hoover	67	NA	2013	outplant	NS-OP_13_0831	above
2013-08-13	F	HOR	hoover	72	NA	2013	outplant	NS-OP_13_0834	above
2013-08-13	F	HOR	hoover	79	NA	2013	outplant	NS-OP_13_0839	above
2013-08-20	F	HOR	hoover	82	NA	2013	outplant	NS-OP_13_0841	above
2013-08-20	F	HOR	hoover	75	NA	2013	outplant	NS-OP_13_0842	above
2013-08-20	F	HOR	hoover	81	NA	2013	outplant	NS-OP_13_0844	above
2013-08-20	F	HOR	hoover	83	NA	2013	outplant	NS-OP_13_0845	above
2013-08-20	F	HOR	hoover	83	NA	2013	outplant	NS-OP_13_0846	above
2013-08-20	F	HOR	hoover	68	NA	2013	outplant	NS-OP_13_0849	above
2013-08-20	F	HOR	hoover	86	NA	2013	outplant	NS-OP_13_0854	above
2013-08-20	F	HOR	hoover	84	NA	2013	outplant	NS-OP_13_0856	above
2013-08-20	F	HOR	hoover	79	NA	2013	outplant	NS-OP_13_0857	above
2013-08-20	F	HOR	hoover	74	NA	2013	outplant	NS-OP_13_0859	above
2013-08-20	F	HOR	hoover	73	NA	2013	outplant	NS-OP_13_0863	above
2013-08-20	F	HOR	hoover	70	NA	2013	outplant	NS-OP_13_0876	above
2013-08-20	F	HOR	hoover	73	NA	2013	outplant	NS-OP_13_0879	above
2013-08-29	F	HOR	hoover	72	NA	2013	outplant	NS-OP_13_0885	above
2013-08-29	F	HOR	hoover	72	NA	2013	outplant	NS-OP_13_0886	above
2013-08-29	F	HOR	hoover	77	NA	2013	outplant	NS-OP_13_0887	above
2013-08-29	F	HOR	hoover	70	NA	2013	outplant	NS-OP_13_0889	above
2013-08-29	F	HOR	hoover	80	NA	2013	outplant	NS-OP_13_0890	above
2013-08-29	F	HOR	hoover	77	NA	2013	outplant	NS-OP_13_0893	above
2013-08-29	F	HOR	hoover	72	NA	2013	outplant	NS-OP_13_0895	above
2013-08-29	F	HOR	hoover	76	NA	2013	outplant	NS-OP_13_0909	above
2013-08-29	F	HOR	hoover	74	NA	2013	outplant	NS-OP_13_0911	above
2013-08-29	F	HOR	hoover	72	NA	2013	outplant	NS-OP_13_0919	above
2013-08-29	F	HOR	hoover	70	NA	2013	outplant	NS-OP_13_0920	above
2013-09-11	F	HOR	mongold	76	NA	2013	outplant	NS-OP_13_0923	above
2013-09-11	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_0925	above
2013-09-11	F	HOR	mongold	84	NA	2013	outplant	NS-OP_13_0927	above
2013-09-11	F	HOR	mongold	83	NA	2013	outplant	NS-OP_13_0928	above
2013-09-11	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_0930	above
2013-09-11	F	HOR	mongold	77	NA	2013	outplant	NS-OP_13_0931	above
2013-09-11	F	HOR	mongold	83	NA	2013	outplant	NS-OP_13_0932	above
2013-09-11	F	HOR	mongold	69	NA	2013	outplant	NS-OP_13_0935	above
2013-09-11	F	HOR	mongold	76	NA	2013	outplant	NS-OP_13_0942	above
2013-09-11	F	HOR	mongold	88	NA	2013	outplant	NS-OP_13_0945	above
2013-09-11	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_0946	above
2013-09-11	F	HOR	mongold	83	NA	2013	outplant	NS-OP_13_0950	above
2013-09-11	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_0951	above
2013-09-16	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_0952	above
2013-09-16	F	HOR	mongold	76	NA	2013	outplant	NS-OP_13_0954	above
2013-09-16	F	HOR	mongold	76	NA	2013	outplant	NS-OP_13_0958	above
2013-09-16	F	HOR	mongold	83	NA	2013	outplant	NS-OP_13_0960	above
2013-09-16	F	HOR	mongold	81	NA	2013	outplant	NS-OP_13_0963	above
2013-09-16	F	HOR	mongold	67	NA	2013	outplant	NS-OP_13_0964	above
NA	F	NA	NA	NA	NA	2013	outplant	NS-OP_13_0966	above
2013-09-18	F	HOR	mongold	90	NA	2013	outplant	NS-OP_13_0971	above
2013-09-18	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_0974	above
2013-09-18	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_0978	above
2013-09-18	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_0979	above
2013-09-18	F	HOR	mongold	77	NA	2013	outplant	NS-OP_13_0981	above
2013-09-18	F	HOR	mongold	69	NA	2013	outplant	NS-OP_13_0984	above
2013-09-23	F	HOR	mongold	70	NA	2013	outplant	NS-OP_13_0989	above
2013-09-23	F	HOR	mongold	70	NA	2013	outplant	NS-OP_13_0991	above
2013-09-23	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_0993	above
2013-09-23	F	HOR	mongold	90	NA	2013	outplant	NS-OP_13_0998	above
2013-09-23	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1003	above
2013-09-23	F	HOR	mongold	67	NA	2013	outplant	NS-OP_13_1006	above
2013-09-23	F	HOR	mongold	67	NA	2013	outplant	NS-OP_13_1007	above
2013-09-23	F	HOR	mongold	73	NA	2013	outplant	NS-OP_13_1011	above
2013-09-23	F	HOR	mongold	70	NA	2013	outplant	NS-OP_13_1012	above
2013-09-23	F	HOR	mongold	76	NA	2013	outplant	NS-OP_13_1013	above
2013-09-23	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_1016	above
2013-09-23	F	HOR	mongold	95	NA	2013	outplant	NS-OP_13_1019	above
2013-09-23	F	HOR	mongold	71	NA	2013	outplant	NS-OP_13_1021	above
2013-09-23	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_1029	above
2013-09-23	F	HOR	mongold	81	NA	2013	outplant	NS-OP_13_1031	above
2013-09-23	F	HOR	mongold	75	NA	2013	outplant	NS-OP_13_1032	above
2013-09-23	F	HOR	mongold	67	NA	2013	outplant	NS-OP_13_1034	above
2013-09-23	F	HOR	mongold	72	NA	2013	outplant	NS-OP_13_1035	above
2013-09-23	F	HOR	mongold	86	NA	2013	outplant	NS-OP_13_1036	above
2013-09-23	F	HOR	mongold	70	NA	2013	outplant	NS-OP_13_1037	above
2013-09-23	F	HOR	mongold	77	NA	2013	outplant	NS-OP_13_1038	above
2013-09-23	F	HOR	mongold	75	NA	2013	outplant	NS-OP_13_1041	above
2013-09-23	F	HOR	mongold	69	NA	2013	outplant	NS-OP_13_1043	above
2013-09-23	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1044	above
2013-09-23	F	HOR	mongold	75	NA	2013	outplant	NS-OP_13_1045	above
2013-09-23	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_1046	above
2013-09-23	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_1047	above
2013-09-23	F	HOR	mongold	90	NA	2013	outplant	NS-OP_13_1049	above
2013-09-23	F	HOR	mongold	75	NA	2013	outplant	NS-OP_13_1050	above
2013-09-23	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_1051	above
2013-09-23	F	HOR	mongold	81	NA	2013	outplant	NS-OP_13_1052	above
2013-09-23	F	HOR	mongold	80	NA	2013	outplant	NS-OP_13_1053	above
2013-09-23	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_1054	above
2013-09-23	F	HOR	mongold	84	NA	2013	outplant	NS-OP_13_1055	above
2013-09-23	F	HOR	mongold	80	NA	2013	outplant	NS-OP_13_1056	above
2013-09-23	F	HOR	mongold	89	NA	2013	outplant	NS-OP_13_1058	above
2013-09-23	F	HOR	mongold	72	NA	2013	outplant	NS-OP_13_1059	above
2013-09-23	F	HOR	mongold	83	NA	2013	outplant	NS-OP_13_1060	above
2013-09-23	F	HOR	mongold	77	NA	2013	outplant	NS-OP_13_1061	above
2013-09-23	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_1063	above
2013-09-23	F	HOR	mongold	69	NA	2013	outplant	NS-OP_13_1064	above
2013-09-23	F	HOR	mongold	87	NA	2013	outplant	NS-OP_13_1065	above
2013-09-23	F	HOR	mongold	67	NA	2013	outplant	NS-OP_13_1066	above
2013-09-23	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_1067	above
2013-09-23	F	HOR	mongold	77	NA	2013	outplant	NS-OP_13_1068	above
2013-09-23	F	HOR	mongold	86	NA	2013	outplant	NS-OP_13_1069	above
2013-09-23	F	HOR	mongold	80	NA	2013	outplant	NS-OP_13_1070	above
2013-09-23	F	HOR	mongold	81	NA	2013	outplant	NS-OP_13_1071	above
2013-09-23	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_1072	above
2013-09-23	F	HOR	mongold	71	NA	2013	outplant	NS-OP_13_1073	above
2013-09-23	F	HOR	mongold	75	NA	2013	outplant	NS-OP_13_1074	above
2013-09-23	F	HOR	mongold	75	NA	2013	outplant	NS-OP_13_1075	above
2013-09-23	F	HOR	mongold	73	NA	2013	outplant	NS-OP_13_1076	above
2013-09-23	F	HOR	mongold	77	NA	2013	outplant	NS-OP_13_1077	above
2013-09-23	F	HOR	mongold	85	NA	2013	outplant	NS-OP_13_1078	above
2013-09-23	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1080	above
2013-09-23	F	HOR	mongold	71	NA	2013	outplant	NS-OP_13_1081	above
2013-09-23	F	HOR	mongold	80	NA	2013	outplant	NS-OP_13_1082	above
2013-09-23	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1083	above
2013-09-23	F	HOR	mongold	80	NA	2013	outplant	NS-OP_13_1085	above
2013-09-23	F	HOR	mongold	61	NA	2013	outplant	NS-OP_13_1086	above
2013-09-23	F	HOR	mongold	86	NA	2013	outplant	NS-OP_13_1087	above
2013-09-23	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_1089	above
2013-09-23	F	HOR	mongold	84	NA	2013	outplant	NS-OP_13_1090	above
2013-09-23	F	HOR	mongold	77	NA	2013	outplant	NS-OP_13_1091	above
2013-09-23	F	HOR	mongold	75	NA	2013	outplant	NS-OP_13_1092	above
2013-09-23	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_1094	above
2013-09-23	F	HOR	mongold	69	NA	2013	outplant	NS-OP_13_1095	above
2013-09-26	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_1097	above
2013-09-26	F	HOR	mongold	75	NA	2013	outplant	NS-OP_13_1099	above
2013-09-26	F	HOR	mongold	87	NA	2013	outplant	NS-OP_13_1100	above
2013-09-26	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_1105	above
2013-09-26	F	HOR	mongold	83	NA	2013	outplant	NS-OP_13_1107	above
2013-09-26	F	HOR	mongold	73	NA	2013	outplant	NS-OP_13_1108	above
2013-09-26	F	HOR	mongold	71	NA	2013	outplant	NS-OP_13_1111	above
2013-09-26	F	HOR	mongold	84	NA	2013	outplant	NS-OP_13_1118	above
2013-09-26	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_1120	above
2013-09-26	F	HOR	mongold	84	NA	2013	outplant	NS-OP_13_1121	above
2013-09-26	F	HOR	mongold	80	NA	2013	outplant	NS-OP_13_1125	above
2013-09-26	F	HOR	mongold	91	NA	2013	outplant	NS-OP_13_1127	above
2013-09-26	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_1132	above
2013-09-26	F	HOR	mongold	85	NA	2013	outplant	NS-OP_13_1135	above
2013-09-26	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_1136	above
2013-09-26	F	HOR	mongold	72	NA	2013	outplant	NS-OP_13_1140	above
2013-09-26	F	HOR	mongold	78	NA	2013	outplant	NS-OP_13_1141	above
2013-09-26	F	HOR	mongold	86	NA	2013	outplant	NS-OP_13_1144	above
2013-09-26	F	HOR	mongold	81	NA	2013	outplant	NS-OP_13_1145	above
2013-09-26	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1147	above
2013-09-26	F	HOR	mongold	67	NA	2013	outplant	NS-OP_13_1148	above
2013-09-26	F	HOR	mongold	90	NA	2013	outplant	NS-OP_13_1149	above
2013-09-26	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1154	above
2013-09-26	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1156	above
2013-09-26	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1159	above
2013-09-26	F	HOR	mongold	84	NA	2013	outplant	NS-OP_13_1160	above
2013-09-26	F	HOR	mongold	82	NA	2013	outplant	NS-OP_13_1165	above
2013-09-26	F	HOR	mongold	79	NA	2013	outplant	NS-OP_13_1167	above
2013-09-26	F	HOR	mongold	74	NA	2013	outplant	NS-OP_13_1168	above
2013-09-26	F	HOR	mongold	88	NA	2013	outplant	NS-OP_13_1169	above
2013-09-26	F	HOR	mongold	86	NA	2013	outplant	NS-OP_13_1170	above
2013-09-26	F	HOR	mongold	90	NA	2013	outplant	NS-OP_13_1171	above
2013-09-26	F	HOR	mongold	87	NA	2013	outplant	NS-OP_13_1174	above
2013-09-26	F	HOR	mongold	73	NA	2013	outplant	NS-OP_13_1175	above
2013-09-26	F	HOR	mongold	81	NA	2013	outplant	NS-OP_13_1177	above
2013-06-10	M	HOR	hoover	79	NA	2013	outplant	NS-OP_13_0003	above
2013-06-10	M	HOR	hoover	81	NA	2013	outplant	NS-OP_13_0004	above
2013-06-10	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0012	above
2013-06-10	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0014	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0015	above
2013-06-10	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0016	above
2013-06-10	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0021	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0022	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0023	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0025	above
2013-06-10	M	HOR	hoover	81	NA	2013	outplant	NS-OP_13_0026	above
2013-06-10	M	HOR	hoover	86	NA	2013	outplant	NS-OP_13_0027	above
2013-06-10	M	HOR	hoover	64	NA	2013	outplant	NS-OP_13_0029	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0030	above
2013-06-10	M	HOR	hoover	66	NA	2013	outplant	NS-OP_13_0034	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0035	above
2013-06-10	M	HOR	hoover	74	NA	2013	outplant	NS-OP_13_0036	above
2013-06-10	M	HOR	hoover	76	NA	2013	outplant	NS-OP_13_0037	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0038	above
2013-06-10	M	HOR	hoover	81	NA	2013	outplant	NS-OP_13_0041	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0043	above
2013-06-10	M	HOR	hoover	76	NA	2013	outplant	NS-OP_13_0044	above
2013-06-10	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0045	above
2013-06-10	M	HOR	hoover	76	NA	2013	outplant	NS-OP_13_0046	above
2013-06-10	M	HOR	hoover	76	NA	2013	outplant	NS-OP_13_0048	above
2013-06-13	M	HOR	kanes	78.7	NA	2013	outplant	NS-OP_13_0049	above
2013-06-13	M	HOR	kanes	86.4	NA	2013	outplant	NS-OP_13_0050	above
2013-06-13	M	HOR	kanes	88.9	NA	2013	outplant	NS-OP_13_0053	above
2013-06-13	M	HOR	kanes	76.2	NA	2013	outplant	NS-OP_13_0056	above
2013-06-13	M	HOR	kanes	76.2	NA	2013	outplant	NS-OP_13_0060	above
2013-06-13	M	HOR	kanes	81.3	NA	2013	outplant	NS-OP_13_0061	above
2013-06-13	M	HOR	kanes	81.3	NA	2013	outplant	NS-OP_13_0062	above
2013-06-13	M	HOR	kanes	76.2	NA	2013	outplant	NS-OP_13_0063	above
2013-06-13	M	HOR	kanes	68.599999999999994	NA	2013	outplant	NS-OP_13_0065	above
2013-06-13	M	HOR	kanes	71.2	NA	2013	outplant	NS-OP_13_0069	above
2013-06-13	M	HOR	kanes	68.599999999999994	NA	2013	outplant	NS-OP_13_0070	above
2013-06-13	M	HOR	kanes	68.599999999999994	NA	2013	outplant	NS-OP_13_0075	above
2013-06-13	M	HOR	kanes	71.099999999999994	NA	2013	outplant	NS-OP_13_0076	above
2013-06-13	M	HOR	kanes	63.5	NA	2013	outplant	NS-OP_13_0077	above
2013-06-13	M	HOR	kanes	78.7	NA	2013	outplant	NS-OP_13_0078	above
2013-06-13	M	HOR	kanes	76.2	NA	2013	outplant	NS-OP_13_0079	above
2013-06-13	M	HOR	kanes	76.2	NA	2013	outplant	NS-OP_13_0082	above
2013-06-13	M	HOR	kanes	71.7	NA	2013	outplant	NS-OP_13_0083	above
2013-06-13	M	HOR	kanes	76.2	NA	2013	outplant	NS-OP_13_0088	above
2013-06-13	M	HOR	kanes	73.7	NA	2013	outplant	NS-OP_13_0089	above
2013-06-13	M	HOR	kanes	73.7	NA	2013	outplant	NS-OP_13_0097	above
2013-06-13	M	HOR	kanes	61	NA	2013	outplant	NS-OP_13_0098	above
2013-06-20	M	HOR	kanes	81	NA	2013	outplant	NS-OP_13_0103	above
2013-06-20	M	HOR	kanes	79	NA	2013	outplant	NS-OP_13_0104	above
2013-06-20	M	HOR	kanes	82	NA	2013	outplant	NS-OP_13_0108	above
2013-06-20	M	HOR	kanes	71	NA	2013	outplant	NS-OP_13_0114	above
2013-06-20	M	HOR	kanes	69	NA	2013	outplant	NS-OP_13_0117	above
2013-06-20	M	HOR	kanes	64	NA	2013	outplant	NS-OP_13_0122	above
2013-06-20	M	HOR	kanes	73	NA	2013	outplant	NS-OP_13_0125	above
2013-06-20	M	HOR	kanes	70	NA	2013	outplant	NS-OP_13_0127	above
2013-06-28	M	HOR	hoover	70	NA	2013	outplant	NS-OP_13_0136	above
2013-06-28	M	HOR	hoover	65	NA	2013	outplant	NS-OP_13_0137	above
2013-06-28	M	HOR	hoover	73	NA	2013	outplant	NS-OP_13_0139	above
2013-06-28	M	HOR	hoover	71	NA	2013	outplant	NS-OP_13_0140	above
2013-06-28	M	HOR	hoover	65	NA	2013	outplant	NS-OP_13_0143	above
2013-06-28	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0145	above
2013-06-28	M	HOR	hoover	85	NA	2013	outplant	NS-OP_13_0146	above
2013-06-28	M	HOR	hoover	75	NA	2013	outplant	NS-OP_13_0147	above
2013-06-28	M	HOR	hoover	77	NA	2013	outplant	NS-OP_13_0148	above
2013-06-28	M	HOR	hoover	70	NA	2013	outplant	NS-OP_13_0150	above
2013-06-28	M	HOR	hoover	67	NA	2013	outplant	NS-OP_13_0151	above
2013-06-28	M	HOR	hoover	68	NA	2013	outplant	NS-OP_13_0153	above
2013-06-28	M	HOR	hoover	58	NA	2013	outplant	NS-OP_13_0154	above
2013-06-28	M	HOR	hoover	74	NA	2013	outplant	NS-OP_13_0157	above
2013-06-28	M	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0159	above
2013-06-28	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0163	above
2013-06-28	M	HOR	hoover	76	NA	2013	outplant	NS-OP_13_0165	above
2013-06-28	M	HOR	hoover	75	NA	2013	outplant	NS-OP_13_0167	above
2013-06-28	M	HOR	hoover	65	NA	2013	outplant	NS-OP_13_0169	above
2013-06-28	M	HOR	hoover	83	NA	2013	outplant	NS-OP_13_0171	above
2013-06-28	M	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0174	above
2013-06-28	M	HOR	hoover	66	NA	2013	outplant	NS-OP_13_0175	above
2013-06-28	M	HOR	hoover	81	NA	2013	outplant	NS-OP_13_0176	above
2013-06-28	M	HOR	hoover	73	NA	2013	outplant	NS-OP_13_0177	above
2013-06-28	M	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0180	above
2013-06-28	M	HOR	hoover	73	NA	2013	outplant	NS-OP_13_0184	above
2013-06-28	M	HOR	hoover	65	NA	2013	outplant	NS-OP_13_0185	above
2013-06-28	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0187	above
2013-06-28	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0188	above
2013-06-28	M	HOR	hoover	70	NA	2013	outplant	NS-OP_13_0189	above
2013-06-28	M	HOR	hoover	78	NA	2013	outplant	NS-OP_13_0190	above
2013-06-28	M	HOR	hoover	63	NA	2013	outplant	NS-OP_13_0191	above
2013-06-28	M	HOR	hoover	69	NA	2013	outplant	NS-OP_13_0193	above
2013-07-01	M	HOR	kanes	71	NA	2013	outplant	NS-OP_13_0196	above
2013-07-01	M	HOR	kanes	72	NA	2013	outplant	NS-OP_13_0197	above
2013-07-01	M	HOR	kanes	70	NA	2013	outplant	NS-OP_13_0198	above
NA	M	NA	NA	NA	NA	2013	outplant	NS-OP_13_0199	above
