Offspring ID,Loci typed,Father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
OtsAC19NSNT_0274,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1182,12,12,4, 2.70170122605236E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0275,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1203,12,12,0, 2.04337057474329E+0001, 2.04337057474329E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0275,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2846,12,12,0, 1.56280607270823E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0275,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2170,12,12,2, 4.49104575513273E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0275,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1760,12,12,3, 1.11956980571967E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0275,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1115,12,12,3, 1.06423519104930E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0276,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1535,12,12,0, 9.77647442935588E+0000, 9.77647442935588E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0276,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1227,12,12,2, 5.63519254619840E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0276,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1018,12,12,2, 2.29312150244694E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0276,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2174,12,12,2, 2.17014490131233E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0276,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1242,12,12,2, 1.27727464792141E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0280,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0146,7,7,1, 6.75840559444721E-0001, 6.75840559444721E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0280,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1757,12,12,3, 2.45271016211917E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0281,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_BD_054,12,12,0, 1.39821779054312E+0001, 1.39821779054312E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0281,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2739,12,12,2, 1.84538404873628E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0287,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_341,12,12,0, 1.94023552828198E+0001, 1.94023552828198E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0288,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1661,12,12,0, 1.24662942425050E+0001, 1.24662942425050E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0288,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2788,12,12,2, 2.48798954487985E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0288,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1563,12,12,2, 1.91918246256665E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0288,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2605,12,12,2, 1.52104877039288E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0288,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1326,12,12,2, 8.44701150301517E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0288,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2097,12,12,2, 1.01039310378092E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0291,8,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1898,12,8,1, 5.21656733487345E+0000, 5.21656733487345E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0291,8,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2243,12,8,1, 4.27195223490470E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0291,8,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0568,12,8,1, 3.69249156005521E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0291,8,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0744,12,8,2, 1.73266526784694E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0291,8,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1100,12,8,2, 1.45838909756207E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0291,8,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1023,12,8,2, 8.38607937752828E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0291,8,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1138,12,8,2, 8.16950812060576E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0292,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_364,12,12,0, 1.29291975593765E+0001, 1.29291975593765E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0292,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2260,12,12,2, 3.04422625036524E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0292,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2378,12,12,3, 1.46355828137077E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0294,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1970,12,12,0, 1.34095077472417E+0001, 1.34095077472417E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0294,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1622,12,12,2, 1.45598743073422E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0294,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1773,12,12,2, 4.64869936442549E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0296,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_387,12,12,0, 1.30369300949495E+0001, 1.30369300949495E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0296,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0214,9,9,1, 4.31934228146523E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0296,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1776,12,12,2, 9.75541676494765E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0296,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1393,11,11,2, 4.05950312720069E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0296,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1409,12,12,3, 3.10004493420219E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0297,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_387,12,12,0, 1.87537571254565E+0001, 1.87537571254565E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0297,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0447,12,12,2, 5.43598257820312E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0297,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2352,12,12,3, 7.98002062847334E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0300,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_532,12,12,0, 1.76776073371090E+0001, 1.76776073371090E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0300,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0369,12,12,3, 8.92444530518956E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0303,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_341,12,12,0, 1.57707546353951E+0001, 1.57707546353951E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0304,12,,0,0,0, 0.00000000000000E+0000,
OtsAC19NSNT_0306,12,,0,0,0, 0.00000000000000E+0000,
OtsAC19NSNT_0307,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_BD_094,12,12,0, 1.40520699570241E+0001, 1.40520699570241E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0307,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2390,12,12,1, 3.11462214407311E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0307,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0452,12,12,2, 2.56728433958849E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0307,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1734,12,12,2, 1.34036367554226E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0307,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1347,12,12,2, 3.43446907210513E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0313,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_410,12,12,0, 2.18975556889144E+0001, 2.18975556889144E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0313,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2261,12,12,2, 3.21916229247965E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0314,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_BD_322,12,12,0, 1.87066243142166E+0001, 1.87066243142166E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0314,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1401,12,12,2, 4.59169536475920E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1974,12,11,0, 1.45888484178971E+0001, 1.45888484178971E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1637,12,11,1, 6.60661207839031E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2222,12,11,2, 4.40282741517921E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1317,12,11,2, 4.32077420713064E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2093,12,11,2, 4.01331495139277E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1671,11,10,2, 2.77720388039726E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_2027,12,11,2, 2.36886128627877E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1377,12,11,2, 1.46153061549681E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0322,11,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2346,12,11,2, 4.18593126718979E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0324,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1223,12,12,0, 1.02400892468587E+0001, 1.02400892468587E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0324,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1004,12,12,2, 7.67759369833791E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0324,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1173,12,12,2, 3.11009917037802E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0324,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1370,12,12,2, 4.77631554736008E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0325,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_BD_079,12,12,0, 1.47973141341102E+0001, 1.47973141341102E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0329,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1195,12,12,0, 2.09986592127618E+0001, 2.09986592127618E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0329,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1966,12,12,2, 7.87119215995930E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0329,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1348,12,12,3, 3.41193911111963E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0332,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_BD_002,12,12,2, 2.06149719664251E+0000, 2.06149719664251E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0332,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1820,12,12,3, 1.84622230154142E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0336,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_387,12,12,0, 1.88851249469178E+0001, 1.88851249469178E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0338,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1594,12,12,0, 2.15830356482108E+0001, 2.15830356482108E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0338,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2170,12,12,3, 3.69009453097539E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0348,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1987,12,12,0, 2.06539096750767E+0001, 2.06539096750767E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0348,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2809,12,12,3, 2.21796187339126E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0348,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1397,12,12,3, 9.59045208530491E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0348,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1377,12,12,3, 8.27747380837606E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0348,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1886,12,12,3, 5.85128845516391E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0351,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_251,12,12,0, 1.44186826138634E+0001, 1.44186826138634E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0351,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1080,12,12,1, 4.86282060148019E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0351,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1637,12,12,2, 3.72816029232596E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0351,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0538,12,12,2, 3.98118996089078E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0352,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_112,12,12,1, 1.13666205537771E+0001, 1.13666205537771E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0352,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0078,12,12,2, 6.74737417912480E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0352,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1831,12,12,2, 3.13095899169878E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0352,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1747,12,12,3, 1.31961481295027E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0352,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1766,12,12,3, 5.50904263991584E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0353,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2012,12,12,1, 5.17248844388731E+0000, 5.17248844388731E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_2060,12,12,0, 1.53806344299617E+0001, 1.53806344299617E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1921,12,12,2, 5.18573455742449E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1892,12,12,2, 4.63117927354077E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2795,12,12,2, 3.28260003453074E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1009,12,12,2, 3.15403774540806E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1118,12,12,2, 2.18945716468030E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1927,12,12,2, 1.81641911179279E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1727,12,12,3, 9.70008747870321E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1977,12,12,3, 4.26258167388086E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0354,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2461,12,12,3, 3.85622402905418E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0357,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_2039,11,11,0, 1.47913057407764E+0001, 1.47913057407764E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0357,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2576,12,12,2, 2.35126940660392E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0357,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1543,12,12,2, 2.34617793534620E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0357,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1781,12,12,2, 6.90252897612817E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0360,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1533,12,12,0, 1.60184642456008E+0001, 1.60184642456008E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0360,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1678,12,12,2, 5.21006225637766E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0360,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1930,12,12,2, 4.93038728947648E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0360,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2509,12,12,2, 3.55097490238500E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0360,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1568,12,12,2, 1.42401626571165E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0360,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_440,12,12,3, 1.18254521467126E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0361,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_616,12,12,0, 1.36368229705676E+0001, 1.36368229705676E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0361,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2531,12,12,2, 1.69970895500985E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0361,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1901,12,12,2, 1.27268639768815E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0361,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1691,12,12,2, 1.06547858690783E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0361,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1775,12,12,2, 3.06802574658790E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0361,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2238,12,12,2, 9.28724468848646E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0368,12,,0,0,0, 0.00000000000000E+0000,
OtsAC19NSNT_0370,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1297,12,12,0, 1.27751845411506E+0001, 1.27751845411506E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
